A	'ə	 ə 
renda	r 'e n d ə	 r 'ɛ n d ə 
remei	r ə m 'ɛ j	 r ə m 'ɛ i 
profund	p ɾ u f 'u n	 p ɾ u f 'u n d 
prendrà	p ə n d ɾ 'a	 p ɾ ə n d ɾ 'a 
parer	p ə ɾ 'ɛ	 p ə ɾ 'e 
oberts	u β 'ɛ r s	 u β 'ɛ r t s 
n'he	n 'e	 n 'ɛ 
motor	m u t 'o r	 m u t 'o 
menjo	m 'e n ʒ u	 m 'ɛ n ʒ u 
membre	m 'e m b ɾ ə	 m 'ɛ m b ɾ ə 
mantenen	m ə n t 'e n ə n	 m ə n t 'ɛ n ə n 
malson	m ə l s 'ɔ n	 m ə l s 'o n 
lleixa	ʎ 'e ʃ ə	 ʎ 'ɛ ʃ ə 
llegeix	ʎ ə ʒ 'ɛ ʃ	 ʎ ə ʒ 'e ʃ 
grega	g ɾ 'e ɣ ə	 g ɾ 'ɛ ɣ ə 
goig	g 'ɔ t ʃ	 g u 'i ə 
foscos	f 'o s k u s	 f 'ɔ s k u s 
forts	f 'ɔ r s	 f 'o r t s 
foren	f 'o ɾ ə n	 f 'ɔ ɾ ə n 
fer-nos	f 'e r n u s	 f 'ɛ r n u s 
fer-li	f 'e r l i	 f 'ɛ r l i 
farigola	f ə ɾ i ɣ 'o l ə	 f ə ɾ i ɣ 'ɔ l ə 
exòtica	ə g z 'ɔ t i k ə	 ə k s 'ɔ t i k ə 
exterior	ə k s t ə ɾ i 'o r	 ə k s t ə ɾ i 'o 
examen	ə g z 'a m ə n	 ə k s 'a m ə n 
esperen	ə s p 'e ɾ ə n	 ə s p 'ɛ ɾ ə n 
escolar	ə s k u l 'a r	 ə s k u l 'a 
element	ə l ə m 'e n	 ɛ l ə m 'e n 
dutxar-se	d u t ʃ 'a r s ə	 d u t ʃ 'a s ə 
distreta	d i s t ɾ 'e t ə	 d i s t ɾ 'ɛ t ə 
dimoni	d i m 'ɔ n i	 d i m 'o n i 
d'eines	d 'ɛ j n ə s	 d 'ɛ i n ə s 
creixi	k ɾ 'e ʃ i	 k ɾ 'ɛ ʃ i 
corren	k 'o r ə n	 k 'ɔ r ə n 
comparseros	k u m p ə r s 'e ɾ u s	 k u m p ə r s 'ɛ ɾ u s 
cognom	k u g n 'ɔ m	 k u ə n 'o m 
celles	s 'ɛ ʎ ə s	 s 'e ʎ ə s 
celebra	s ə l 'e β ɾ ə	 s ə l 'ɛ β ɾ ə 
caràcters	k ə ɾ 'a k t ə r s	 k ə ɾ ə k t 'e s 
bàsquet	b 'a s k ə t	 b ə s k 'ɛ t 
bàndols	b 'a n d u l s	 b ə n d 'ɔ l s 
aparells	ə p ə ɾ 'ɛ ʎ s	 ə p ə ɾ 'e ʎ s 
Sota	s 'o t ə	 s 'ɔ t ə 
Pontevedra	p u n t ə β 'e ð ɾ ə	 p u n t ə β 'ɛ ð ɾ ə 
Pels	p 'ə l s	 p 'ɛ l s 
Menjo	m 'e n ʒ u	 m 'ɛ n ʒ u 
L'havien	l ə β 'i ə n	 l u ə β 'i ə n 
Home	'ɔ m ə	 u m ə 
Espero	ə s p 'e ɾ u	 ə s p 'ɛ ɾ u 
Dimarts	d i m 'a r s	 d i m 'a r t s 
Centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
volent	b u l 'ɛ n	 b u l 'e n 
vigor	b i ɣ 'o r	 b i ɣ 'o 
vehemència	b ə ə m 'ɛ n s i ə	 b e ə m 'ɛ n s i ə 
univers	u n i β 'ɛ r s	 u n i β 'e s 
tub	t 'u p	 t 'u 
tresor	t ɾ ə z 'ɔ r	 t ɾ ə z 'o 
transforma	t ɾ ə n s f 'o r m ə	 t ɾ ə n s f 'ɔ r m ə 
tonto	t 'o n t u	 t 'ɔ n t u 
testimoni	t ə s t i m 'ɔ n i	 t ə s t i m 'o n i 
temor	t ə m 'o r	 t ə m 'o 
tecnològics	t ə g n u l 'ɔ ʒ i k s	 t ə k n u l 'ɔ ʒ i k s 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
te'n	t 'ə n	 t 'ɛ n 
t'ho	t 'u	 t 'a 
suggereix	s u g ʒ ə ɾ 'ɛ ʃ	 s u g ʒ ə ɾ 'e ʃ 
subjectes	s u b ʒ 'e k t ə s	 s u b ʒ 'ɛ k t ə s 
sorteig	s u r t 'ɛ t ʃ	 s u r t 'ɛ ʃ 
sopars	s u p 'a s	 s u p 'a r s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
seqüeles	s ə k w 'ɛ l ə s	 s ə k 'ɛ l ə s 
sencer	s ə n s 'ɛ	 s ə n s 'e 
seguiment	s ə ɣ i m 'e n	 s ə ɣ u i m 'e n 
s'espolsa	s ə s p 'o l s ə	 s ə s p 'ɔ l s ə 
s'aconsegueix	s ə k u n s ə ɣ 'ɛ ʃ	 s ə k u n s ə ɣ 'e ʃ 
s'accepten	s ə k s 'e p t ə n	 s ə k s 'ɛ p t ə n 
ronda	r 'o n d ə	 r 'ɔ n d ə 
rere	r 'e ɾ ə	 r 'ɛ ɾ ə 
reprodueix	r ə p ɾ u ð u 'ɛ ʃ	 r ə p ɾ u ð u 'e ʃ 
reformes	r ə f 'o r m ə s	 r ə f 'ɔ r m ə s 
recorre	r ə k 'o r ə	 r ə k 'ɔ r ə 
reconeix	r ə k u n 'ɛ ʃ	 r ə k u n 'e ʃ 
pàrquing	p 'a r k i ŋ	 p ə r k 'i ŋ 
protegeix	p ɾ u t ə ʒ 'ɛ ʃ	 p ɾ u t ə ʒ 'e ʃ 
prosa	p ɾ 'ɔ z ə	 p ɾ 'o z ə 
presta	p ɾ 'e s t ə	 p ɾ 'ɛ s t ə 
presses	p ɾ 'e s ə s	 p ɾ 'ɛ s ə s 
presento	p ɾ ə z 'e n t u	 p ɾ ə z 'ɛ n t u 
ports	p 'ɔ r s	 p 'o r t s 
poguessin	p u ɣ 'e s i n	 p u ɣ 'ɛ s i n 
podi	p 'o ð i	 p 'ɔ ð i 
plora	p l 'ɔ ɾ ə	 p l 'o ɾ ə 
penja	p 'e n ʒ ə	 p 'ɛ n ʒ ə 
pengi	p 'e n ʒ i	 p 'ɛ n ʒ i 
pengen	p 'e n ʒ ə n	 p 'ɛ n ʒ ə n 
passaport	p ə s ə p 'ɔ r t	 p ə s ə p 'o r t 
parisencs	p ə ɾ i z 'ɛ ŋ s	 p ə ɾ i z 'ɛ ŋ k s 
pacientment	p ə s i ə m m 'e n	 p ə s i ə n ə m 'e n 
omple	'o m p l ə	 'ɔ m p l ə 
ombres	'o m b ɾ ə s	 'ɔ m b ɾ ə s 
obtinguts	u p t i ŋ g 'u t s	 u β t i ŋ g 'u t s 
obtingut	u p t i ŋ g 'u t	 u β t i ŋ g 'u t 
obrir-se	u β ɾ 'i r s ə	 u β ɾ 'i s ə 
motors	m u t 'o r s	 m u t 'o s 
mercadeig	m ə r k ə ð 'ɛ t ʃ	 m ə r k ə ð 'ɛ ʃ 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
matrimoni	m ə t ɾ i m 'ɔ n i	 m ə t ɾ i m 'o n i 
mareig	m ə ɾ 'ɛ t ʃ	 m ə ɾ 'ɛ ʃ 
m'interessa	m i n t ə ɾ 'ɛ s ə	 m i n t ə ɾ 'e s ə 
lluitava	ʎ u j t 'a β ə	 ʎ u i t 'a β ə 
llueix	ʎ u 'ɛ ʃ	 ʎ u 'e ʃ 
llosa	ʎ 'ɔ z ə	 ʎ 'o z ə 
lletja	ʎ 'e d ʒ ə	 ʎ 'ɛ d ʒ ə 
lleig	ʎ 'e t ʃ	 ʎ 'ɛ ʃ 
l'aparença	l ə p ə ɾ 'ɛ n s ə	 l ə p ə ɾ 'e n s ə 
l'aparell	l ə p ə ɾ 'ɛ ʎ	 l ə p ə ɾ 'e ʎ 
kafkianes	k ə f k i 'a n ə s	 k ə f i i 'a n ə s 
irreal	i r e 'a l	 i r ə e 'a l 
interiors	i n t ə ɾ i 'o r s	 i n t ə ɾ i 'o s 
inquiet	i ŋ k i 'e t	 i ŋ k i 'ɛ t 
hàbits	'a β i t s	 ə β i t s 
guiava	g i 'a β ə	 g u i 'a β ə 
grecs	g ɾ 'e k s	 g ɾ 'ɛ k s 
grec	g ɾ 'e k	 g ɾ 'ɛ k 
golfes	g 'o l f ə s	 g 'ɔ l f ə s 
gespa	ʒ 'e s p ə	 ʒ 'ɛ s p ə 
gasoil	g ə z 'ɔ j l	 g ə z u 'i l 
fotre	f 'o t ɾ ə	 f 'ɔ t ɾ ə 
folre	f 'o l r ə	 f 'ɔ l r ə 
fetes	f 'e t ə s	 f 'ɛ t ə s 
fer-ne	f 'e r n ə	 f 'ɛ r n ə 
fer-la	f 'e r l ə	 f 'ɛ r l ə 
extrem	ə k s t ɾ 'e m	 ə k s t ɾ 'ɛ m 
exempts	ə g z 'e m t s	 ə k s 'ɛ m p t s 
excepte	ə k s 'e p t ə	 ə k s 'ɛ p t ə 
estàndard	ə s t 'a n d ə r t	 ə s t 'a n d ə r 
establiments	ə s t ə b b l i m 'e n s	 ə s t ə β l i m 'e n s 
espongiformes	ə s p u n ʒ i f 'o r m ə s	 ə s p u n ʒ i f 'ɔ r m ə s 
esnob	ə z n 'ɔ p	 ə z n 'o 
esmorzen	ə z m 'o r z ə n	 ə z m 'ɔ r z ə n 
escolta	ə s k 'o l t ə	 ə s k 'ɔ l t ə 
escletxa	ə s k l 'e t ʃ ə	 ə s k l 'ɛ t ʃ ə 
enquestes	ə ŋ k 'e s t ə s	 ə ŋ k 'ɛ s t ə s 
enquesta	ə ŋ k 'e s t ə	 ə ŋ k 'ɛ s t ə 
empremtes	ə m p ɾ 'e m t ə s	 ə m p ɾ 'ɛ m t ə s 
elèctrics	ə l 'ɛ k t ɾ i k s	 ə l ə k t ɾ 'i k s 
efecte	ə f 'e k t ə	 ə f 'ɛ k t ə 
distrets	d i s t ɾ 'e t s	 d i s t ɾ 'ɛ t s 
dirigir-se	d i ɾ i ʒ 'i r s ə	 d i ɾ i ʒ 'i s ə 
digui'm	d 'i ɣ i m	 d i ɣ 'i m 
difondre	d i f 'o n d ɾ ə	 d i f 'ɔ n d ɾ ə 
descomptat	d ə s k u m t 'a t	 d ə s k u m p t 'a t 
desapareix	d ə z ə p ə ɾ 'ɛ ʃ	 d ə z ə p ə ɾ 'e ʃ 
deixar-se	d ə ʃ 'a r s ə	 d ə ʃ 'a s ə 
d'àrea	d 'a ɾ e ə	 d 'a ɾ ə ə 
d'orella	d u ɾ 'ɛ ʎ ə	 d u ɾ 'e ʎ ə 
d'hores	d 'ɔ ɾ ə s	 d i 'o ə s 
d'homes	d 'ɔ m ə s	 d u m ə s 
d'espai	d ə s p 'a j	 d ə s p 'a i 
d'aigües	d 'a j ɣ w ə s	 d 'a i ɣ w ə s 
creixen	k ɾ 'e ʃ ə n	 k ɾ 'ɛ ʃ ə n 
creences	k ɾ ə 'ɛ n s ə s	 k ɾ ə 'e n s ə s 
creada	k ɾ e 'a ð ə	 k ə e 'a ð ə 
concretes	k u ŋ k ɾ 'e t ə s	 k u ŋ k ɾ 'ɛ t ə s 
conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
comte	k 'o m t ə	 k 'ɔ m t ə 
compren	k 'o m p ɾ ə n	 k 'ɔ m p ɾ ə n 
comenten	k u m 'e n t ə n	 k u m 'ɛ n t ə n 
colze	k 'o l z ə	 k 'ɔ l z ə 
closos	k l 'ɔ z u s	 k l 'o z u s 
certs	s 'ɛ r s	 s 'ɛ r t s 
cera	s 'ɛ ɾ ə	 s 'e ɾ ə 
ceptre	s 'e p t ɾ ə	 s 'ɛ p t ɾ ə 
cegues	s 'e ɣ ə s	 s 'ɛ ɣ ə s 
capgròs	k ə b g ɾ 'ɔ s	 k ə p ɣ ɾ 'ɔ s 
brolla	b ɾ 'o ʎ ə	 b ɾ 'ɔ ʎ ə 
bots	b 'o t s	 b 'ɔ t s 
bosses	b 'o s ə s	 b 'ɔ s ə s 
borsa	b 'o r s ə	 b 'ɔ r s ə 
atzar	ə d z 'a r	 ə d z 'a 
atur	ə t 'u r	 ə t 'u 
assumptes	ə s 'u m t ə s	 ə s 'u m p t ə s 
assumpte	ə s 'u m t ə	 ə s 'u m p t ə 
arts	'a r s	 'a r t s 
arreglat	ə r ə g g l 'a t	 ə r ə ɣ l 'a t 
anteriors	ə n t ə ɾ i 'o r s	 ə n t ə ɾ i 'o s 
ampolles	ə m p 'o ʎ ə s	 ə m p 'ɔ ʎ ə s 
alt	'a l	 'a l t 
aliens	ə l i 'ɛ n s	 ə l i 'e n s 
aleatoris	ə l e ə t 'ɔ ɾ i s	 ə l ə ə t 'ɔ ɾ i s 
aimara	ə j m 'a ɾ ə	 ə i m 'a ɾ ə 
agafant-me	ə ɣ ə f 'a m m ə	 ə ɣ ə f 'a n d m ə 
adonar-se'n	ə ð u n 'a r s ə n	 ə ð u n ə r s 'ɛ n 
aconsegueix	ə k u n s ə ɣ 'ɛ ʃ	 ə k u n s ə ɣ 'e ʃ 
accepto	ə k s 'e p t u	 ə k s 'ɛ p t u 
abstenir-se	ə p s t ə n 'i r s ə	 ə p s t ə n 'i s ə 
Web	b 'e p	 b 'ɛ p 
Verds	b 'ɛ r s	 b 'ɛ r t s 
Torre	t 'o r ə	 t 'ɔ r ə 
Tornes	t 'o r n ə s	 t 'ɔ r n ə s 
Tenen	t 'e n ə n	 t 'ɛ n ə n 
Temps	t 'e m s	 t 'ɛ m p s 
Sabent	s ə β 'ɛ n	 s ə β 'e n 
Ribagorça	r i β ə ɣ 'o r s ə	 r i β ə ɣ 'ɔ r s ə 
Regne	r 'e g n ə	 r 'ɛ g n ə 
Popular	p u p u l 'a r	 p u p u l 'a 
Pallars	p ə ʎ 'a s	 p ə ʎ 'a r s 
Mig	m 'i t ʃ	 m 'i ə 
Me	m 'ə	 m ə 
Llei	ʎ 'e j	 ʎ 'ɛ i 
Hom	'ɔ m	 i 'o 
Hola	'ɔ l ə	 i 'ɔ l ə 
Güell	g w 'e ʎ	 ə w 'e ʎ 
Guerra	g 'ɛ r ə	 g u 'ɛ r ə 
Formes	f 'o r m ə s	 f 'ɔ r m ə s 
Escolti'm	ə s k 'o l t i m	 ə s k u l t 'i m 
Escolta	ə s k 'o l t ə	 ə s k 'ɔ l t ə 
Entro	'e n t ɾ u	 'ɛ n t ɾ u 
Eivissa	ə j β 'i s ə	 ə i β 'i s ə 
Dones	d 'ɔ n ə s	 d 'o n ə s 
Dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
Descarrega't	d ə s k ə r 'ɛ ɣ ə t	 d ə s k ə r ə ɣ 'a t 
Del	d 'ə l	 d ə l 
Corts	k 'o r s	 k 'o r t s 
Coneix	k u n 'ɛ ʃ	 k u n 'e ʃ 
Cinc	s 'i ŋ	 s 'i ŋ k 
Celoni	s ə l 'ɔ n i	 s ə l 'o n i 
Camps	k 'a m s	 k 'a m p s 
Belgrad	b ə l ɣ ɾ 'a t	 b ə l ɣ ɾ 'a ð 
Balears	b ə l e 'a r s	 b ə l ə 'a s 
Aprendre	ə p 'ɛ n d ɾ ə	 ə p ɾ 'ɛ n d ɾ ə 
Alt	'a l	 'a l t 
per	p 'ə r	 p 'e 
Hi	'i	 i 
De	d 'ə	 d ə 
xops	ʃ 'o p s	 ʃ 'ɔ p s 
vinguessis	b i ŋ g 'e s i s	 b i ŋ g 'ɛ s i s 
tornin	t 'o r n i n	 t 'ɔ r n i n 
titular	t i t u l 'a r	 t i t u l 'a 
tenda	t 'e n d ə	 t 'ɛ n d ə 
tancs	t 'a ŋ s	 t 'a ŋ k s 
suficientment	s u f i s i ə m m 'e n	 s u f i s i ə n ə m 'e n 
sorgeix	s u r ʒ 'ɛ ʃ	 s u r ʒ 'e ʃ 
sers	s 'e r s	 s 'e s 
seguien	s ə ɣ 'i ə n	 s ə ɣ u 'i ə n 
s'esgoten	s ə z ɣ 'o t ə n	 s ə z ɣ 'ɔ t ə n 
rock	r 'ɔ k	 r 'o k k 
revolt	r ə β 'ɔ l	 r ə β 'o ʎ 
retorna	r ə t 'o r n ə	 r ə t 'ɔ r n ə 
resten	r 'e s t ə n	 r 'ɛ s t ə n 
resolt	r ə z 'ɔ l t	 r ə z 'o l t 
resisteix	r ə z i s t 'ɛ ʃ	 r ə z i s t 'e ʃ 
requereix	r ə k ə ɾ 'ɛ ʃ	 r ə k ə ɾ 'e ʃ 
reprendre	r ə p 'ɛ n d ɾ ə	 r ə p ɾ 'ɛ n d ɾ ə 
relacioni	r ə l ə s i 'ɔ n i	 r ə l ə s i 'o n i 
reiterada	r ə i t ə ɾ 'a ð ə	 r ə j t ə ɾ 'a ð ə 
regeix	r ə ʒ 'ɛ ʃ	 r ə ʒ 'e ʃ 
refereix	r ə f ə ɾ 'ɛ ʃ	 r ə f ə ɾ 'e ʃ 
recent	r ə s 'e n	 r ə k 'e n 
rebuig	r ə β 'u t ʃ	 r ə β 'u ʃ 
queixar-se	k ə ʃ 'a r s ə	 k ə ʃ 'a s ə 
presumpte	p ɾ ə z 'u m t ə	 p ɾ ə z 'u m p t ə 
porc	p 'ɔ r k	 p 'o r k 
pop	p 'o p	 p 'ɔ p 
ponts	p 'ɔ n s	 p 'o n s 
plaers	p l ə 'ɛ s	 p l ə 'e s 
persegueix	p ə r s ə ɣ 'ɛ ʃ	 p ə r s ə ɣ 'e ʃ 
pegues	p 'e ɣ ə s	 p 'ɛ ɣ ə s 
paraigua	p ə ɾ 'a j ɣ w ə	 p ə ɾ 'a i ɣ w ə 
ombra	'o m b ɾ ə	 'ɔ m b ɾ ə 
oi	'ɔ j	 'o i 
nèctar	n 'ɛ k t ə r	 n ə k t 'a 
morro	m 'o r u	 m 'ɔ r u 
mor	m 'ɔ r	 m 'o 
molesta	m u l 'e s t ə	 m u l 'ɛ s t ə 
mirar-se	m i ɾ 'a r s ə	 m i ɾ 'a s ə 
militars	m i l i t 'a r s	 m i l i t 'a s 
m'havien	m ə β 'i ə n	 m u ə β 'i ə n 
llet	ʎ 'e t	 ʎ 'ɛ t 
llença	ʎ 'ɛ n s ə	 ʎ 'e n s ə 
lleixes	ʎ 'e ʃ ə s	 ʎ 'ɛ ʃ ə s 
linux	l i n 'u k s	 l i n ʃ 
l'obtenció	l u p t ə n s i 'o	 l u β t ə n s i 'o 
l'existència	l ə g z i s t 'ɛ n s i ə	 l ə k s i s t 'ɛ n s i ə 
irrompre	i r 'o m p ɾ ə	 i r 'ɔ m p ɾ ə 
insistentment	i n s i s t ə m m 'e n	 i n s i s t ə n ə m 'e n 
indústria	i n d 'u s t ɾ i ə	 i n d u s t ɾ 'i ə 
honest	u n 'e s t	 u n 'ɛ s t 
hipnotitza	i b n u t 'i d z ə	 i p n u t 'i d z ə 
himne	'i m n ə	 u 'i m n ə 
fonda	f 'o n d ə	 f 'ɔ n d ə 
fer-te	f 'e r t ə	 f 'ɛ r t ə 
fer-se'n	f 'e r s ə n	 f ə r s 'ɛ n 
feble	f 'e b b l ə	 f 'ɛ b b l ə 
espectacular	ə s p ə k t ə k u l 'a r	 ə s p ə k t ə k u l 'a 
esglésies	ə z ɣ l 'e z i ə s	 ə z ɣ l ə z 'i ə s 
envesteix	ə m b ə s t 'ɛ ʃ	 ə m b ə s t 'e ʃ 
envaeix	ə m b ə 'ɛ ʃ	 ə m b ə 'e ʃ 
entri	'e n t ɾ i	 'ɛ n t ɾ i 
entenguin	ə n t 'e ŋ g i n	 ə n t 'ɛ ŋ g i n 
enrera	ə n r 'e ɾ ə	 ə n 'e ɾ ə 
ema	'e m ə	 'ɛ m ə 
do	d 'ɔ	 d 'o 
distendre	d i s t 'e n d ɾ ə	 d i s t 'ɛ n d ɾ ə 
discuteix	d i s k u t 'ɛ ʃ	 d i s k u t 'e ʃ 
desmai	d ə z m 'a j	 d ə z m 'a i 
descomptes	d ə s k 'o m t ə s	 d ə s k 'ɔ m p t ə s 
descompte	d ə s k 'o m t ə	 d ə s k 'ɔ m p t ə 
desamors	d ə z ə m 'o r s	 d ə z ə m 'o s 
decret	d ə k ɾ 'e t	 d ə k ɾ 'ɛ t 
decideix	d ə s i ð 'ɛ ʃ	 d ə s i ð 'e ʃ 
cuidar	k u j ð 'a	 k u i ð 'a 
corro	k 'o r u	 k 'ɔ r u 
copa	k 'o p ə	 k 'ɔ p ə 
constantment	k u n s t ə m m 'e n	 k u n s t ə n ə m 'e n 
concentren	k u n s 'e n t ɾ ə n	 k u n s 'ɛ n t ɾ ə n 
comptar	k u m t 'a	 k u m p t 'a 
compres	k 'o m p ɾ ə s	 k 'ɔ m p ɾ ə s 
arruinats	ə r u j n 'a t s	 ə r u i n 'a t s 
arrapar-s'hi	ə r ə p 'a r s i	 ə r ə p 'a s i 
amors	ə m 'o r s	 ə m 'o s 
afronta	ə f ɾ 'o n t ə	 ə f ɾ 'ɔ n t ə 
adverteix	ə d b ə r t 'ɛ ʃ	 ə d b ə r t 'e ʃ 
adonar-me'n	ə ð u n 'a r m ə n	 ə ð u n ə r m 'ɛ n 
accepten	ə k s 'e p t ə n	 ə k s 'ɛ p t ə n 
accepta	ə k s 'e p t ə	 ə k s 'ɛ p t ə 
absort	ə p s 'ɔ r t	 ə p s 'o r t 
Ui	'u j	 s i 
Tota	t 'o t ə	 t 'ɔ t ə 
Sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
Se'm	s 'ə m	 s 'ɛ m 
Ronda	r 'o n d ə	 r 'ɔ n d ə 
Queda	k 'e ð ə	 k 'ɛ ð ə 
Port	p 'ɔ r t	 p 'o r t 
Nord	n 'ɔ r t	 n 'o r 
M'hi	m 'i	 m 'a 
Ginebra	ʒ i n 'e β ɾ ə	 ʒ i n 'ɛ β ɾ ə 
Fonts	f 'ɔ n s	 f 'o n s 
Existeix	ə g z i s t 'ɛ ʃ	 ə g z i s t 'e ʃ 
Error	ə r 'o r	 ə r 'o 
Engega	ə n ʒ 'e ɣ ə	 ə n ʒ 'ɛ ɣ ə 
Deixa	d 'e ʃ ə	 d 'ɛ ʃ ə 
Clos	k l 'ɔ s	 k l 'o s 
Altre	'a l t ɾ ə	 ' a l t ɾ ə 
ítems	'i t ə m s	 i t 'ɛ m s 
àngels	'a n ʒ ə l s	 a n ʒ 'ɛ l s 
que	k 'ə	 k ə 
Us	'u s	 u s 
Que	k 'ə	 k ə 
La	l 'ə	 l ə 
En	'ə n	 ə n 
xopa	ʃ 'o p ə	 ʃ 'ɔ p ə 
xop	ʃ 'o p	 ʃ 'ɔ p 
xeics	ʃ 'ɛ j k s	 ʃ ə 'i k s 
xai	ʃ 'a j	 ʃ 'a i 
web	b 'e p	 b 'ɛ p 
vuitens	b u j t 'ɛ n s	 b u i t 'e n s 
vuitena	b u j t 'ɛ n ə	 b u i t 'ɛ n ə 
vodka	b 'o t k ə	 b 'ɔ ð k ə 
virrei	b i r 'e j	 b i r 'ɛ i 
vingueren	b i ŋ g 'e ɾ ə n	 b i ŋ g u 'ɛ ɾ ə n 
vetlli	b 'e ʎ ʎ i	 b 'ɛ ʎ ʎ i 
vetlles	b 'e ʎ ʎ ə s	 b 'ɛ ʎ ʎ ə s 
vesteix	b ə s t 'ɛ ʃ	 b ə s t 'e ʃ 
vespres	b 'e s p ɾ ə s	 b 'ɛ s p ɾ ə s 
verds	b 'ɛ r s	 b 'ɛ r t s 
verb	b 'ɛ r p	 b 'ɛ r 
vendre'ns	b 'ɛ n d ɾ ə n s	 b ə n d ɾ 'ɛ n s 
vendre'ls	b 'ɛ n d ɾ ə l s	 b ə n d ɾ 'ɛ l s 
venc	b 'ɛ ŋ	 b 'ɛ n s 
vehicle	b ə 'i k l ə	 b ə z 'i k l ə 
valoren	b ə l 'o ɾ ə n	 b ə l 'ɔ ɾ ə n 
valentinenc	b ə l ə n t i n 'ɛ ŋ	 b ə l ə n t i n 'ɛ n s 
vagabund	b ə ɣ ə β 'u n	 b ə ɣ ə β 'u n d 
uniforme	u n i f 'o r m ə	 u n i f 'ɔ r m ə 
tsars	t s 'a r s	 ə s 'a s 
tronxos	t ɾ 'o n ʃ u s	 t ɾ 'ɔ n ʃ u s 
trontolla	t ɾ u n t 'o ʎ ə	 t ɾ u n t 'ɔ ʎ ə 
tron	t ɾ 'ɔ n	 t ɾ 'o n 
tro	t ɾ 'ɔ	 t ɾ 'o 
tresors	t ɾ ə z 'ɔ r s	 t ɾ ə z 'o s 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ɣ 
trasplantessin	t ɾ ə s p l ə n t 'e s i n	 t ɾ ə s p l ə n t 'ɛ s i n 
transoceànic	t ɾ ə n z u s e 'a n i k	 t ɾ ə n s u ə e 'a n i k 
transmetent-me	t ɾ ə n z m ə t 'e m m ə	 t ɾ ə n z m ə t 'ɛ n d m ə 
transitava	t ɾ ə n z i t 'a β ə	 t ɾ ə n s i t 'a β ə 
transició	t ɾ ə n z i s i 'o	 t ɾ ə n s i s i 'o 
transcorre	t ɾ ə n s k 'o r ə	 t ɾ ə n s k 'ɔ r ə 
transcendència	t ɾ ə s ə n d 'ɛ n s i ə	 t ɾ ə n s ə n d 'ɛ n s i ə 
transcendentals	t ɾ ə s ə n d ə n t 'a l s	 t ɾ ə n s ə n d ə n t 'a l s 
transacció	t ɾ ə n z ə k s i 'o	 t ɾ ə n s ə k s i 'o 
tova	t 'o β ə	 t 'ɔ β ə 
totxo	t 'o t ʃ u	 t 'ɔ t ʃ u 
totes	t 'o t ə s	 t 'ɔ t ə s 
tot	t 'o t	 t 'ɔ t 
torre	t 'o r ə	 t 'ɔ r ə 
torneig	t u r n 'ɛ t ʃ	 t u r n 'ɛ ʃ 
torero	t u ɾ 'e ɾ u	 t u ɾ 'ɛ ɾ u 
topen	t 'o p ə n	 t 'ɔ p ə n 
tomba	t 'o m b ə	 t 'ɔ m b ə 
tirar-se	t i ɾ 'a r s ə	 t i ɾ 'a s ə 
tirallongues	t i ɾ ə ʎ 'o ŋ g ə s	 t i ɾ ə ʎ 'ɔ ŋ g ə s 
tirallonga	t i ɾ ə ʎ 'o ŋ g ə	 t i ɾ ə ʎ 'ɔ ŋ g ə 
tinguent	t i ŋ g 'e n	 t i ŋ g w 'e n 
testos	t 'e s t u s	 t 'ɛ s t u s 
testa	t 'e s t ə	 t 'ɛ s t ə 
terraqüi	t ə r 'a k w i	 t ə r 'a k i 
tenor	t ə n 'o r	 t ə n 'o 
tempteig	t ə m t 'ɛ t ʃ	 t ə m p t 'ɛ ʃ 
tecnocientífic	t ə g n u s i ə n t 'i f i k	 t ə k n u s i ə n t 'i f i k 
tecleig	t ə k l 'ɛ t ʃ	 t ə k l 'ɛ ʃ 
te'm	t 'ə m	 t 'ɛ m 
te'l	t 'ə l	 t 'ɛ l 
t'interessa	t i n t ə ɾ 'ɛ s ə	 t i n t ə ɾ 'e s ə 
t'hagis	t 'a ʒ i s	 t 'ɔ ʒ i s 
t'enyoro	t ə ɲ 'o ɾ u	 t ə ɲ 'ɔ ɾ u 
suprimeix	s u p ɾ i m 'ɛ ʃ	 s u p ɾ i m 'e ʃ 
successos	s u k s 'e s u s	 s u k s 'ɛ s u s 
substitueix	s u p s t i t u 'ɛ ʃ	 s u p s t i t u 'e ʃ 
subsisteix	s u p s i s t 'ɛ ʃ	 s u p s i s t 'e ʃ 
subministressin	s u b m i n i s t ɾ 'e s i n	 s u b m i n i s t ɾ 'ɛ s i n 
subhasta	s u β 'a s t ə	 s u β u 'a s t ə 
subgrup	s u b g ɾ 'u p	 s u β ɣ ɾ 'u p 
subgovernador	s u b g u β ə r n ə ð 'o	 s u b ɣ u β ə r n ə ð 'o 
sospesen	s u s p 'e z ə n	 s u s p 'ɛ z ə n 
