A	'ə	ə
omple	'o m p l ə	'ɔ m p l ə
ombres	'o m b ɾ ə s	'ɔ m b ɾ ə s
necessitem	n ə s ə s i t 'ə m	n ə s ə s i t 'ɛ m
mèdica	m 'ɛ ð i k ə	m 'ə ð i k ə
mitjanes	m i d ʒ 'a n ə s	m i dʒ 'a n ə s
mirem	m i ɾ 'ə m	m i ɾ 'ɛ m
mengen	m 'e n ʒ ə n	m 'ə n ʒ ə n
megues	m 'ə ɣ ə s	m 'ɛ ɣ ə s
matrimoni	m ə t ɾ i m 'ɔ n i	m ə t ɾ i m 'o n i
massatges	m ə s 'a d ʒ ə s	m ə s 'a dʒ ə s
marxem	m ə ɾ ʃ 'ə m	m ə ɾ ʃ 'ɛ m
lletjota	ʎ ə d ʒ 'ɔ t ə	ʎ ə dʒ 'ɔ t ə
lletja	ʎ 'e d ʒ ə	ʎ 'ə dʒ ə
lleig	ʎ 'e t ʃ	ʎ 'ɛ tʃ
jutges	ʒ 'u d ʒ ə s	ʒ 'u dʒ ə s
intermèdies	i n t ə ɾ m 'ɛ ð i ə s	i n t ə ɾ m 'ə ð i ə s
idèntica	i ð 'ɛ n t i k ə	i ð 'ə n t i k ə
haver-hi	ə v 'ɛ ɾ i	ə v 'ə ɾ i
grecs	g ɾ 'e t s	g ɾ 'ɛ t s
grec	g ɾ 'e k	g ɾ 'ɛ k
gravarem	g ɾ ə v ə ɾ 'ə m	g ɾ ə v ə ɾ 'ɛ m
golfes	g 'o l f ə s	g 'ɔ l f ə s
gespa	ʒ 'e s p ə	ʒ 'ə s p ə
gasoil	g ə z 'ɔ j l	g ə z 'o i l
fronts	f ɾ 'o n s	f ɾ 'o n t s
freqüències	f ɾ ə k w 'ɛ n s i ə s	f ɾ ə k w 'ə n s i ə s
freqüència	f ɾ ə k w 'ɛ n s i ə	f ɾ ə k w 'ə n s i ə
fotre	f 'o t ɾ ə	f 'ɔ t ɾ ə
fotem	f o t 'ə m	f o t 'ɛ m
estètica	ə s t 'ɛ t i k ə	ə s t 'ə t i k ə
essències	ə s 'ɛ n s i ə s	ə s 'ə n s i ə s
esquizofrènic	ə s k i z o f ɾ 'ɛ n i k	ə s k i z o f ɾ 'ə n i k
espongiformes	ə s p o n ʒ i f 'o ɾ m ə s	ə s p o n ʒ i f 'ɔ ɾ m ə s
esmorzen	ə z m 'o ɾ z ə n	ə z m 'ɔ ɾ z ə n
escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
escletxa	ə s k l 'e t ʃ ə	ə s k l 'ə tʃ ə
esborranjs	ə z β o r 'a j n s	ə z β o r 'a ɲ s
empremtes	ə m p ɾ 'e n t ə s	ə m p ɾ 'ɛ m ə s
efecte	ə f 'ɛ t t ə	ə f 'ə t t ə
difondre	d i f 'o n d ɾ ə	d i f 'ɔ n d ɾ ə
diabètic	d i ə β 'ɛ t i k	d i ə β 'ə t i k
desitjo	d ə z 'i d ʒ o	d ə z 'i dʒ o
desitjava	d ə z i d ʒ 'a v ə	d ə z i dʒ 'a v ə
desitjada	d ə z i d ʒ 'a ð ə	d ə z i dʒ 'a ð ə
creuem	k ɾ ə w 'ə m	k ɾ ə w 'ɛ m
creixen	k ɾ 'e ʃ ə n	k ɾ 'ɛ ʃ ə n
conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
comte	k 'o n t ə	k 'ɔ m ə
compren	k 'o m p ɾ ə n	k 'ɔ m p ɾ ə n
comenten	k o m 'e n t ə n	k o m 'ə n t ə n
colze	k 'o l z ə	k 'ɔ l z ə
coincidències	k o i n s i ð 'ɛ n s i ə s	k o i n s i ð 'ə n s i ə s
ciències	s i 'ɛ n s i ə s	s i 'ə n s i ə s
certs	s 'ɛ ɾ s	s 'ɛ ɾ t s
ceptre	s 'e t t ɾ ə	s 'ə t t ɾ ə
bèsties	b 'ɛ s t i ə s	b 'ə s t i ə s
bots	b 'o t s	b 'ɔ t s
bosses	b 'o s ə s	b 'ɔ s ə s
borsa	b 'o ɾ s ə	b 'ɔ ɾ s ə
borda	b 'o ɾ ð ə	b 'ɔ ɾ ð ə
aèries	ə 'ɛ ɾ i ə s	ə 'ə ɾ i ə s
arts	'a ɾ s	'a ɾ t s
aliens	ə l i 'ə n s	ə l i 'e n s
alfabètic	ə l f ə β 'ɛ t i k	ə l f ə β 'ə t i k
aimara	ə j m 'a ɾ ə	ə i m 'a ɾ ə
agafant-me	ə ɣ ə f 'a m m ə	ə ɣ ə f 'a n m ə
acomiadem	ə k o m i ə ð 'ə m	ə k o m i ə ð 'ɛ m
accepto	ə t s 'e t t o	ə t s 'ə t t o
Vegem	v ə ʒ 'ə m	v ə ʒ 'ɛ m
Transferència	t ɾ ə n s f ə ɾ 'ɛ n s i ə	t ɾ ə n s f ə ɾ 'ə n s i ə
Torre	t 'o r ə	t 'ɔ r ə
Tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
Tenen	t 'e n ə n	t 'ə n ə n
Sabent	s ə β 'ɛ n t	s ə β 'e n t
Ribagorça	r i β ə ɣ 'o ɾ s ə	r i β ə ɣ 'ɔ ɾ s ə
Regne	r 'e n n ə	r 'ə n n ə
Perdoni	p ə ɾ ð 'ɔ n i	p ə ɾ ð 'o n i
Mitjana	m i d ʒ 'a n ə	m i dʒ 'a n ə
Missatge	m i s 'a d ʒ ə	m i s 'a dʒ ə
Mig	m 'i t ʃ	m 'i k
Me	m 'ə	m ə
Hola	'ɔ l ə	ə l ə
Formes	f 'o ɾ m ə s	f 'ɔ ɾ m ə s
Fitxer	f i t ʃ 'e	f i tʃ 'e
Fem	f 'ə m	f 'ɛ m
Farem	f ə ɾ 'ə m	f ə ɾ 'ɛ m
Escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
Entro	'e n t ɾ o	'ə n t ɾ o
Eivissa	ə j v 'i s ə	ə i v 'i s ə
Dones	d 'ɔ n ə s	d 'o n ə s
Dimecres	d i m 'e k ɾ ə s	d i m 'ə k ɾ ə s
Del	d 'ə l	d ə l
Curs	k 'u s	k 'u ɾ s
Consciència	k o n t s i 'ɛ n s i ə	k o n t s i 'ə n s i ə
Ciències	s i 'ɛ n s i ə s	s i 'ə n s i ə s
Cerca	s 'ɛ ɾ k ə	s 'ə ɾ k ə
Celoni	s ə l 'ɔ n i	s ə l 'o n i
Volen	v 'o l ə n	v 'ɔ l ə n
Hi	'i	i
De	d 'ə	d ə
xops	ʃ 'o t s	ʃ 'ɔ p s
vinguessis	v i ŋ g 'e s i s	v i ŋ g 'ə s i s
viatja	v i 'a d ʒ ə	v i 'a dʒ ə
urgència	u ɾ ʒ 'ɛ n s i ə	u ɾ ʒ 'ə n s i ə
trepitjar	t ɾ ə p i d ʒ 'a	t ɾ ə p i dʒ 'a
tennis	t 'ɛ n n i s	t 'ə n n i s
tenda	t 'e n d ə	t 'ə n d ə
sorprèn	s o ɾ p ɾ 'ə n	s o ɾ p ɾ 'ɛ n
serem	s ə ɾ 'ə m	s ə ɾ 'ɛ m
sentència	s ə n t 'ɛ n s i ə	s ə n t 'ə n s i ə
sentint-se	s ə n t 'i n s ə	s ə n t 'i n t s ə
sens	s 'ə n s	s 'e n s
retorna	r ə t 'o ɾ n ə	r ə t 'ɔ ɾ n ə
relacioni	r ə l ə s i 'ɔ n i	r ə l ə s i 'o n i
rebuig	r ə β 'u t ʃ	r ə β 'u tʃ
pop	p 'o p	p 'ɔ p
poder-hi	p o ð 'ɛ ɾ i	p o ð 'ə ɾ i
percentatge	p ə ɾ s ə n t 'a d ʒ ə	p ə ɾ s ə n t 'a dʒ ə
pensi	p 'ɛ n s i	p 'ə n s i
passegem	p ə s ə ʒ 'ə m	p ə s ə ʒ 'ɛ m
ombra	'o m b ɾ ə	'ɔ m b ɾ ə
oi	'ɔ j	'o i
observem	o t s ə ɾ v 'ə m	o t s ə ɾ v 'ɛ m
morro	m 'o r o	m 'ɔ r o
lleixes	ʎ 'e ʃ ə s	ʎ 'ɛ ʃ ə s
irrompre	i r 'o m p ɾ ə	i r 'ɔ m p ɾ ə
incidència	i n s i ð 'ɛ n s i ə	i n s i ð 'ə n s i ə
incendi	i n s 'ɛ n d i	i n s 'ə n d i
greix	g ɾ 'e ʃ	g ɾ 'ɛ ʃ
fonda	f 'o n d ə	f 'ɔ n d ə
feble	f 'e b b l ə	f 'ə b b l ə
enèsima	ə n 'ɛ z i m ə	ə n 'ə z i m ə
domèstica	d o m 'ɛ s t i k ə	d o m 'ə s t i k ə
distendre	d i s t 'e n d ɾ ə	d i s t 'ə n d ɾ ə
danjs	d 'a j n s	d 'a ɲ s
cèntims	s 'ɛ n t i n s	s 'ə n t i n s
crèdits	k ɾ 'ɛ ð i t s	k ɾ 'ə ð i t s
corro	k 'o r o	k 'ɔ r o
copa	k 'o p ə	k 'ɔ p ə
concentren	k o n s 'e n t ɾ ə n	k o n s 'ə n t ɾ ə n
compres	k 'o m p ɾ ə s	k 'ɔ m p ɾ ə s
competència	k o m p ə t 'ɛ n s i ə	k o m p ə t 'ə n s i ə
bèstia	b 'ɛ s t i ə	b 'ə s t i ə
beix	b 'e ʃ	b 'ɛ ʃ
avantatges	ə v ə n t 'a d ʒ ə s	ə v ə n t 'a dʒ ə s
arruinats	ə r u j n 'a t s	ə r u i n 'a t s
afronta	ə f ɾ 'o n t ə	ə f ɾ 'ɔ n t ə
acostem	ə k o s t 'ə m	ə k o s t 'ɛ m
accepten	ə t s 'ɛ t t ə n	ə t s 'ə t t ə n
accepta	ə t s 'ɛ t t ə	ə t s 'ə t t ə
absort	ə t s 'ɔ ɾ t	ə t s 'o ɾ t
Tota	t 'o t ə	t 'ɔ t ə
Sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Ronda	r 'o n d ə	r 'ɔ n d ə
Queda	k 'e ð ə	k 'ə ð ə
Presidència	p ɾ ə z i ð 'ɛ n s i ə	p ɾ ə z i ð 'ə n s i ə
Port	p 'ɔ ɾ t	p 'o ɾ t
Passem	p ə s 'ə m	p ə s 'ɛ m
Ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ə β ɾ ə
Agència	ə ʒ 'ɛ n s i ə	ə ʒ 'ə n s i ə
ètiques	'ɛ t i k ə s	'ə t i k ə s
que	k 'ə	k ə
Us	'u s	u s
Que	k 'ə	k ə
La	l 'ə	l ə
En	'ə n	ə n
xèrifs	ʃ 'ɛ ɾ i t s	ʃ 'ɛ ɾ i s
xopa	ʃ 'o p ə	ʃ 'ɔ p ə
xop	ʃ 'o p	ʃ 'ɔ p
xifratge	ʃ i f ɾ 'a d ʒ ə	ʃ i f ɾ 'a dʒ ə
whiskjs	b 'i s k i s	b 'i s k s
vuitens	v u j t 'ə n s	v u j t 'e n s
votarem	v o t ə ɾ 'ə m	v o t ə ɾ 'ɛ m
vingueren	v i ŋ g 'e ɾ ə n	v i ŋ g 'ɛ ɾ ə n
viatjaven	v i ə d ʒ 'a v ə n	v i ə dʒ 'a v ə n
viatjava	v i ə d ʒ 'a v ə	v i ə dʒ 'a v ə
viatjat	v i ə d ʒ 'a t	v i ə dʒ 'a t
viatgis	v i 'a d ʒ i s	v i 'a dʒ i s
viatgin	v i 'a d ʒ i n	v i 'a dʒ i n
viatgers	v i ə d ʒ 'e s	v i ə dʒ 'e s
viatge	v i 'a d ʒ ə	v i 'a dʒ ə
vespres	v 'e s p ɾ ə s	v 'ə s p ɾ ə s
venem	v ə n 'ə m	v ə n 'ɛ m
vegem	v ə ʒ 'ə m	v ə ʒ 'ɛ m
valoren	v ə l 'o ɾ ə n	v ə l 'ɔ ɾ ə n
utilitzarem	u t i l i d z ə ɾ 'ə m	u t i l i d z ə ɾ 'ɛ m
uniforme	u n i f 'o ɾ m ə	u n i f 'ɔ ɾ m ə
tèbia	t 'ə β i ə	t 'ɛ β i ə
tèbia	t 'ə β i ə	t 'ɛ β i ə
txecs	t ʃ 'ɛ t s	tʃ 'ɛ t s
tronxos	t ɾ 'o n ʃ o s	t ɾ 'ɔ n ʃ o s
trepitjats	t ɾ ə p i d ʒ 'a t s	t ɾ ə p i dʒ 'a t s
trepitjat	t ɾ ə p i d ʒ 'a t	t ɾ ə p i dʒ 'a t
trepitgés	t ɾ ə p i d ʒ 'e s	t ɾ ə p i dʒ 'e s
trepig	t ɾ ə p 'i t ʃ	t ɾ ə p 'i k
travessem	t ɾ ə v ə s 'ə m	t ɾ ə v ə s 'ɛ m
travessarem	t ɾ ə v ə s ə ɾ 'ə m	t ɾ ə v ə s ə ɾ 'ɛ m
trasplantessin	t ɾ ə s p l ə n t 'e s i n	t ɾ ə s p l ə n t 'ə s i n
transmetent-me	t ɾ ə n z m ə t 'e m m ə	t ɾ ə n z m ə t 'ə n m ə
transcorre	t ɾ ə n s k 'o r ə	t ɾ ə n s k 'ɔ r ə
tova	t 'o v ə	t 'ɔ v ə
totxo	t 'o t ʃ o	t 'ɔ tʃ o
totxanes	t o t ʃ 'a n ə s	t o tʃ 'a n ə s
totes	t 'o t ə s	t 'ɔ t ə s
tot	t 'o t	t 'ɔ t
torre	t 'o r ə	t 'ɔ r ə
torero	t o ɾ 'e ɾ o	t o ɾ 'ɛ ɾ o
torba	t 'o ɾ β ə	t 'ɔ ɾ β ə
topen	t 'o p ə n	t 'ɔ p ə n
tomba	t 'o m b ə	t 'ɔ m b ə
tirem	t i ɾ 'ə m	t i ɾ 'ɛ m
terraqüi	t ə r 'a k w i	t ə r 'a k i
tenis	t 'ɛ n i s	t 'ə n i s
tendències	t ə n d 'ɛ n s i ə s	t ə n d 'ə n s i ə s
te'm	t ə m	t 'ɛ m
te'l	t ə l	t 'ɛ l
tatuatges	t ə t u 'a d ʒ ə s	t ə t u 'a dʒ ə s
successos	s u t s 'e s o s	s u t s 'ə s o s
sospesen	s o s p 'e z ə n	s o s p 'ə z ə n
sorna	s 'o ɾ n ə	s 'ɔ ɾ n ə
sordmuda	s o ɾ m m 'u ð ə	s u ɾ m m 'u ð ə
sopes	s 'o p ə s	s 'ɔ p ə s
sopen	s 'o p ə n	s 'ɔ p ə n
sopa	s 'o p ə	s 'ɔ p ə
siguem	s i ɣ 'ə m	s i ɣ 'ɛ m
serens	s ə ɾ 'ə n s	s ə ɾ 'e n s
ser-ho	s 'e ɾ o	s 'ɛ ɾ o
ser-hi	s 'e ɾ i	s 'ɛ ɾ i
seqüències	s ə k w 'ɛ n s i ə s	s ə k w 'ə n s i ə s
separem	s ə p ə ɾ 'ə m	s ə p ə ɾ 'ɛ m
sentis	s 'e n t i s	s 'ɛ n t i s
sentint-me	s ə n t 'i m m ə	s ə n t 'i n m ə
senten	s 'e n t ə n	s 'ə n t ə n
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
semblessin	s ə m b l 'e s i n	s ə m b l 'ə s i n
seleccionem	s ə l ə t s i o n 'ə m	s ə l ə t s i o n 'ɛ m
seitons	s ə j t 'o n s	s ə i t 'o n s
sapiens	s ə p i 'ə n s	s ə p i 'e n s
salvatjades	s ə l v ə d ʒ 'a ð ə s	s ə l v ə dʒ 'a ð ə s
salts	s 'a l s	s 'a l t s
salsitxes	s ə l s 'i t ʃ ə s	s ə l s 'i tʃ ə s
salpebra	s ə l p 'e β ɾ ə	s ə l p 'ə β ɾ ə
sahrauí	s ə ɾ ə w 'i	s ə r ə w 'i
rètols	r 'ɛ t o ls	r 'ə t o l s
règim	r 'ə ʒ i m	r 'ɛ ʒ i m
rèdit	r 'ɛ ð i t	r 'ə ð i t
rotonda	r o t 'o n d ə	r o t 'ɔ n d ə
rosses	r 'o s ə s	r 'ɔ s ə s
ronden	r 'o n d ə n	r 'ɔ n d ə n
ronca	r 'o ŋ k ə	r 'ɔ ŋ k ə
riem	r i 'ə m	r i 'ɛ m
reverència	r ə v ə ɾ 'ɛ n s i ə	r ə v ə ɾ 'ə n s i ə
respecto	r ə s p 'e t t o	r ə s p 'ɛ t t o
respectessin	r ə s p ə t t 'e s i n	r ə s p ə t t 'ə s i n
resolem	r ə z o l 'ə m	r ə z o l 'ɛ m
resistències	r ə z i s t 'ɛ n s i ə s	r ə z i s t 'ə n s i ə s
resistència	r ə z i s t 'ɛ n s i ə	r ə z i s t 'ə n s i ə
residències	r ə z i ð 'ɛ n s i ə s	r ə z i ð 'ə n s i ə s
resen	r 'e z ə n	r 'ə z ə n
res	r 'ɛ s	r 'ə s
reptes	r 'ɛ t t ə s	r 'ə t t ə s
reproduint-la	r ə p ɾ o ð u 'i n l ə	r ə p ɾ o ð 'u i n l ə
repliquem	r ə p l i k 'ə m	r ə p l i k 'ɛ m
rentatge	r ə n t 'a d ʒ ə	r ə n t 'a dʒ ə
renoven	r ə n 'o v ə n	r ə n 'ɔ v ə n
renecs	r ə n 'e t s	r ə n 'ə t s
rencontre	r ə ŋ k 'o n t ɾ ə	r ə ŋ k 'ɔ n t ɾ ə
remetrem	r ə m ə t ɾ 'ə m	r ə m ə t ɾ 'ɛ m
regne	r 'e n n ə	r 'ə n n ə
regla	r 'e g g l ə	r 'ə ɣ l ə
reexaminar	r e ə t s ə m i n 'a	r e ə d z ə m i n 'a
redimensioni	r ə ð i m ə n s i 'ɔ n i	r ə ð i m ə n s i 'o n i
recorren	r ə k 'o r ə n	r ə k 'ɔ r ə n
recordem	r ə k o ɾ ð 'ə m	r ə k o ɾ ð 'ɛ m
reconeixent-ne	r ə k o n ə ʃ 'e n n ə	r ə k o n ə ʃ 'ɛ n n ə
recomanem	r ə k o m ə n 'ə m	r ə k o m ə n 'ɛ m
recolzo	r ə k 'o l z o	r ə k 'ɔ l z o
recolzem	r ə k o l z 'ə m	r ə k o l z 'ɛ m
recolza	r ə k 'o l z ə	r ə k 'ɔ l z ə
receptes	r ə s 'ɛ t t ə s	r ə s 'ə t t ə s
rec	r 'e k	r 'ɛ k
rebutjava	r ə β u d ʒ 'a v ə	r ə β u dʒ 'a v ə
rebessin	r ə β 'e s i n	r ə β 'ə s i n
quedes	k 'e ð ə s	k 'ə ð ə s
quars	k w 'a s	k w 'a ɾ s
puntualitzem	p u n t u ə l i d z 'ə m	p u n t u ə l i d z 'ɛ m
prudència	p ɾ u ð 'ɛ n s i ə	p ɾ u ð 'ə n s i ə
promocionin	p ɾ o m o s i 'ɔ n i n	p ɾ o m o s i 'o n i n
profètics	p ɾ o f 'ɛ t i t s	p ɾ o f 'ə t i t s
procedirem	p ɾ o s ə ð i ɾ 'ə m	p ɾ o s ə ð i ɾ 'ɛ m
primigeni	p ɾ i m i ʒ 'ɛ n i	p ɾ i m i ʒ 'ə n i
pretenem	p ɾ ə t ə n 'ə m	p ɾ ə t ə n 'ɛ m
pretendre	p ɾ ə t 'e n d ɾ ə	p ɾ ə t 'ə n d ɾ ə
prestatgeria	p ɾ ə s t ə d ʒ ə ɾ 'i ə	p ɾ ə s t ə dʒ ə ɾ 'i ə
presentem	p ɾ ə z ə n t 'ə m	p ɾ ə z ə n t 'ɛ m
preromàntics	p ɾ ə r o m 'a n t i t s	p ɾ ə ɾ o m 'a n t i t s
prepararem	p ɾ ə p ə ɾ ə ɾ 'ə m	p ɾ ə p ə ɾ ə ɾ 'ɛ m
prengueren	p ɾ ə ŋ g 'e ɾ ə n	p ɾ ə ŋ g 'ɛ ɾ ə n
prenent-se	p ɾ ə n 'e n s ə	p ɾ ə n 'ɛ n s ə
premsa	p ɾ 'e n s ə	p ɾ 'ɛ n s ə
premem	p ɾ ə m 'ə m	p ɾ ə m 'ɛ m
preguntem	p ɾ ə ɣ u n t 'ə m	p ɾ ə ɣ u n t 'ɛ m
preferència	p ɾ ə f ə ɾ 'ɛ n s i ə	p ɾ ə f ə ɾ 'ə n s i ə
potència	p o t 'ɛ n s i ə	p o t 'ə n s i ə
posicioni	p o z i s i 'ɔ n i	p o z i s i 'o n i
posem	p o z 'ə m	p o z 'ɛ m
posarem	p o z ə ɾ 'ə m	p o z ə ɾ 'ɛ m
porta-me-les	p 'ɔ ɾ t ə m ə l ə s	p o ɾ t ə m 'ɛ l ə s
porro	p 'o r o	p 'ɔ r o
popes	p 'o p ə s	p 'ɔ p ə s
polèmica	p o l 'ɛ m i k ə	p o l 'ə m i k ə
podent	p o ð 'ɛ n t	p o ð 'e n t
plumero	p l u m 'e ɾ o	p l u m 'ə ɾ o
plorem	p l o ɾ 'ə m	p l o ɾ 'ɛ m
plecs	p l 'ɛ t s	p l 'ə t s
petxina	p ə t ʃ 'i n ə	p ə tʃ 'i n ə
perxes	p 'ɛ ɾ ʃ ə s	p 'ɛ ɾ s ə s
pertenences	p ə ɾ t ə n 'ɛ n s ə s	p ə ɾ t ə n 'ə n s ə s
persistència	p ə ɾ s i s t 'ɛ n s i ə	p ə ɾ s i s t 'ə n s i ə
perpetren	p ə ɾ p 'e t ɾ ə n	p ə ɾ p 'ə t ɾ ə n
perfectes	p ə ɾ f 'ɛ t t ə s	p ə ɾ f 'ə t t ə s
perdre-la	p 'ɛ ɾ ð ɾ ə l ə	p ə ɾ ð ɾ 'ɛ l ə
penetren	p ə n 'e t ɾ ə n	p ə n 'ə t ɾ ə n
patètiques	p ə t 'ɛ t i k ə s	p ə t 'ə t i k ə s
patrimoni	p ə t ɾ i m 'ɔ n i	p ə t ɾ i m 'o n i
parèntesis	p ə ɾ 'ɛ n t ə z i s	p ə ɾ 'ə n t ə z i s
parlarem	p ə ɾ l ə ɾ 'ə m	p ə ɾ l ə ɾ 'ɛ m
parcs	p 'a ɾ t s	p 'a ɾ s s
paratges	p ə ɾ 'a d ʒ ə s	p ə ɾ 'a dʒ ə s
paisatgisme	p ə j z ə d ʒ 'i z m ə	p ə j z ə dʒ 'i z m ə
paguem	p ə ɣ 'ə m	p ə ɣ 'ɛ m
ostatge	o s t 'a d ʒ ə	o s t 'a dʒ ə
orienten	o ɾ i 'e n t ə n	o ɾ i 'ə n t ə n
oratge	o ɾ 'a d ʒ ə	o ɾ 'a dʒ ə
operen	o p 'e ɾ ə n	o p 'ɛ ɾ ə n
oncle	'o ŋ k l ə	'ɔ ŋ k l ə
oloro	o l 'o ɾ o	o l 'ɔ ɾ o
oferirem	o f ə ɾ i ɾ 'ə m	o f ə ɾ i ɾ 'ɛ m
njaps	ɲ 'a t s	ɲ 'a s
notarem	n o t ə ɾ 'ə m	n o t ə ɾ 'ɛ m
netegessin	n ə t ə ʒ 'e s i n	n ə t ə ʒ 'ə s i n
negligència	n ə ɣ l i ʒ 'ɛ n s i ə	n ə ɣ l i ʒ 'ə n s i ə
nedes	n 'e ð ə s	n 'ə ð ə s
neden	n 'e ð ə n	n 'ɛ ð ə n
neanderthalensis	n e ə n d ə ɾ t ə l 'ɛ n s i s	n e ə n d ə ɾ t ə l 'ə n s i s
natges	n 'a d ʒ ə s	n 'a dʒ ə s
naps	n 'a t s	n 'a p s
naips	n 'a j t s	n 'a j s
mosso	m 'o s o	m 'ɔ s o
mosca	m 'o s k ə	m 'ɔ s k ə
morses	m 'o ɾ s ə s	m 'ɔ ɾ s ə s
morros	m 'o r o s	m 'ɔ r o s
mon	m 'o n	m o n
molèsties	m o l 'ɛ s t i ə s	m o l 'ə s t i ə s
molècules	m o l 'ə k u l ə s	m o l 'ɛ k u l ə s
moguem	m o ɣ 'ə m	m o ɣ 'ɛ m
modernes	m o ð 'ɛ ɾ n ə s	m o ð 'ə ɾ n ə s
moc	m 'o k	m 'ɔ k
miratge	m i ɾ 'a d ʒ ə	m i ɾ 'a dʒ ə
migmetratge	m i m m ə t ɾ 'a d ʒ ə	m i m m ə t ɾ 'a dʒ ə
metros	m 'e t ɾ o s	m 'ə t ɾ o s
mengem	m ə n ʒ 'ə m	m ə n ʒ 'ɛ m
megahertzos	m ə ɣ ə 'ɛ ɾ d z o s	m ə ɣ ə 'ə ɾ d z o s
matèries	m ə t 'ɛ ɾ i ə s	m ə t 'ə ɾ i ə s
massatge	m ə s 'a d ʒ ə	m ə s 'a dʒ ə
marxessin	m ə ɾ ʃ 'e s i n	m ə ɾ ʃ 'ə s i n
marxandatge	m ə ɾ ʃ ə n d 'a d ʒ ə	m ə ɾ ʃ ə n d 'a dʒ ə
magatzem	m ə ɣ ə d z 'ə m	m ə ɣ ə d z 'ɛ m
ma	m 'ə	m ə
lluirà	ʎ u i ɾ 'a	ʎ u j ɾ 'a
llesta	ʎ 'e s t ə	ʎ 'ə s t ə
llenja	ʎ 'e ɲ ə	ʎ 'ə ɲ ə
llengües	ʎ 'e ŋ g w ə s	ʎ 'ɛ ŋ g w ə s
llenci	ʎ 'ɛ n s i	ʎ 'ə n s i
llegendes	ʎ ə ʒ 'e n d ə s	ʎ ə ʒ 'ə n d ə s
llambordes	ʎ ə m b 'o ɾ ð ə s	ʎ ə m b 'ɔ ɾ ð ə s
lepra	l 'e p ɾ ə	l 'ə p ɾ ə
lamento	l ə m 'e n t o	l ə m 'ə n t o
jutge	ʒ 'u d ʒ ə	ʒ 'u dʒ ə
jueva	ʒ u 'e v ə	ʒ u 'ə v ə
interrompre	i n t ə r 'o m p ɾ ə	i n t ə r 'ɔ m p ɾ ə
interpretem	i n t ə ɾ p ɾ ə t 'ə m	i n t ə ɾ p ɾ ə t 'ɛ m
interferència	i n t ə ɾ f ə ɾ 'ɛ n s i ə	i n t ə ɾ f ə ɾ 'ə n s i ə
intentem	i n t ə n t 'ə m	i n t ə n t 'ɛ m
intentarem	i n t ə n t ə ɾ 'ə m	i n t ə n t ə ɾ 'ɛ m
ingresses	i ŋ g ɾ 'e s ə s	i ŋ g ɾ 'ə s ə s
indolència	i n d o l 'ɛ n s i ə	i n d o l 'ə n s i ə
incorporem	i ŋ k o ɾ p o ɾ 'ə m	i ŋ k o ɾ p o ɾ 'ɛ m
inconsistència	i ŋ k o n s i s t 'ɛ n s i ə	i ŋ k o n s i s t 'ə n s i ə
incerts	i n s 'ɛ ɾ s	i n s 'ɛ ɾ t s
incendis	i n s 'ɛ n d i s	i n s 'ə n d i s
import	i m p 'ɔ ɾ t	i m p 'o ɾ t
imperfecte	i m p ə ɾ f 'ɛ t t ə	i m p ə ɾ f 'ə t t ə
impaciència	i m p ə s i 'ɛ n s i ə	i m p ə s i 'ə n s i ə
imaginem	i m ə ʒ i n 'ə m	i m ə ʒ i n 'ɛ m
ignoren	i n n 'o ɾ ə n	i n n 'ɔ ɾ ə n
idoni	i ð 'ɔ n i	i ð 'o n i
horts	'ɔ ɾ s	ə ɾ t s
hora	'ɔ ɾ ə	ə ɾ ə
hola	'ɔ l ə	ə l ə
histèrics	i s t 'ɛ ɾ i t s	i s t 'ə ɾ i t s
haguessis	ə ɣ 'e s i s	ə ɣ 'ə s i s
haguessin	ə ɣ 'e s i n	ə ɣ 'ə s i n
guspires	g u s p 'i ɾ ə s	g s p 'i ɾ ə s
guspira	g u s p 'i ɾ ə	g s p 'i ɾ ə
guinda	g 'i n d ə	g w 'i n d ə
guiarem	g i ə ɾ 'ə m	g i ə ɾ 'ɛ m
guetos	g 'e t o s	g 'ə t o s
guanjem	g w ə ɲ 'ə m	g w ə ɲ 'ɛ m
guanjarem	g w ə ɲ ə ɾ 'ə m	g w ə ɲ ə ɾ 'ɛ m
guanjant-me	g w ə ɲ 'a m m ə	g w ə ɲ 'a n m ə
grups	g ɾ 'u t s	g ɾ 'u p s
greixos	g ɾ 'e ʃ o s	g ɾ 'ɛ ʃ o s
golfo	g 'o l f o	g 'ɔ l f o
girem	ʒ i ɾ 'ə m	ʒ i ɾ 'ɛ m
genètics	ʒ ə n 'ɛ t i t s	ʒ ə n 'ə t i t s
genèrica	ʒ ə n 'ɛ ɾ i k ə	ʒ ə n 'ə ɾ i k ə
generen	ʒ ə n 'e ɾ ə n	ʒ ə n 'ɛ ɾ ə n
gemecs	ʒ ə m 'e t s	ʒ ə m 'ɛ t s
gemec	ʒ ə m 'e k	ʒ ə m 'ɛ k
