A	'ə	 ə 
castigant-se	k ə s t i ɣ 'a n s ə	 k ə s t i ɣ 'a n t s ə 
carboni	k ə ɾ β 'ɔ n i	 k ə ɾ β 'o n i 
carai	k ə ɾ 'a j	 k ə ɾ 'a i 
caracteritzant-lo	k ə ɾ ə t t ə ɾ i d z 'a n l o	 k ə ɾ ə t t ə ɾ i d z 'a n d l o 
capmàs	k ə m m 'a s	 k ə p m 'a s 
capbussar	k ə b b u s 'a	 k ə p β u s 'a 
cants	k 'a n s	 k 'a n t s 
buldòzer	b u l d 'ɔ z ə	 b u l d 'ɔ z e  
buidor	b u j ð 'o	 b u i ð 'o 
brots	b ɾ 'o t s	 b ɾ 'ɔ t s 
bot	b 'o t	 b 'ɔ t 
borden	b 'o ɾ ð ə n	 b 'ɔ ɾ ð ə n 
bolxevic	b o l ʃ ə v 'i k	 b u l ʃ ə v 'i k 
bolquen	b 'o l k ə n	 b 'ɔ l k ə n 
boirum	b o j ɾ 'u m	 b u j ɾ 'u m 
boirina	b o j ɾ 'i n ə	 b o i ɾ 'i n ə 
bodegues	b o ð 'ə ɣ ə s	 b o ð 'ɛ ɣ ə s 
beuen	b 'ə w ə n	 b 'ɛ w ə n 
bes	b 'e s	 b 'ə s 
beneficiosa	b ə n ə f i s i 'o z ə	 b ə n ə f i s i 'o s ə 
beatífic	b e ə t 'i f i k	 b ə ə t 'i f i k 
beata	b e 'a t ə	 b ə 'a t ə 
basés	b ə z 'e s	 b ə s 'e s 
atribuir-ho	ə t ɾ i β u 'i ɾ o	 ə t ɾ i β u j ɾ 'ɔ 
atansant-se	ə t ə n s 'a n s ə	 ə t ə n s 'a n t s ə 
assaigs	ə s 'a t ʃ s	 ə s ə 'i ə s 
assaborint-ne	ə s ə β o ɾ 'i n n ə	 ə s ə β o ɾ 'i n n n ə 
aspirants	ə s p i ɾ 'a n s	 ə s p i ɾ 'a n t s 
asimètrica	ə s i m 'ɛ t ɾ i k ə	 ə z i m 'ɛ t ɾ i k ə 
arrossegant-se	ə r o s ə ɣ 'a n s ə	 ə r o s ə ɣ 'a n t s ə 
arribessin	ə r i β 'e s i n	 ə r i β 'ə s i n 
arreglava	ə r ə g g l 'a v ə	 ə r ə ɣ l 'a v ə 
arreglar-hi	ə r ə g g l 'a ɾ i	 ə r ə ɣ l 'a ɾ i 
arreglar	ə r ə g g l 'a	 ə r ə ɣ l 'a 
arregla	ə r 'e g g l ə	 ə r 'ə g g l ə 
arcs	'a ɾ t s	 'a ɾ s i 
aproven	ə p ɾ 'o v ə n	 ə p ɾ 'ɔ v ə n 
apropant-se	ə p ɾ o p 'a n s ə	 ə p ɾ o p 'a n t s ə 
aprofitant-se	ə p ɾ o f i t 'a n s ə	 ə p ɾ o f i t 'a n t s ə 
aprofitament	ə p ɾ o f i t ə m 'e n t	 ə p ɾ u f i t ə m 'e n t 
aportessin	ə p o ɾ t 'e s i n	 ə p o ɾ t 'ə s i n 
apartant-lo	ə p ə ɾ t 'a n l o	 ə p ə ɾ t 'a n d l o 
aparegueren	ə p ə ɾ ə ɣ 'e ɾ ə n	 ə p ə ɾ ə ɣ 'ɛ ɾ ə n 
anhelant-la	ə n ə l 'a n l ə	 ə n ə l 'a n d l ə 
angoixa	ə ŋ g 'o ʃ ə	 ə ŋ g 'ɔ ʃ ə 
anessin	ə n 'e s i n	 ə n 'ə s i n 
amagant-li	ə m ə ɣ 'a n l i	 ə m ə ɣ 'a n i l i 
alts	'a l s	 'a l t s 
alteren	ə l t 'e ɾ ə n	 ə l t 'ɛ ɾ ə n 
alinear	ə l i n e 'a	 ə l i n ə 'a 
alegre	ə l 'e ɣ ɾ ə	 ə l 'ə ɣ ɾ ə 
ajudant-la	ə ʒ u ð 'a n l ə	 ə ʒ u ð 'a n d l ə 
aixeco	ə ʃ 'e k o	 ə ʃ 'ɛ k o 
aixeca	ə ʃ 'e k ə	 ə ʃ 'ɛ k ə 
agafessin	ə ɣ ə f 'e s i n	 ə ɣ ə f 'ə s i n 
afruitat	ə f ɾ u j t 'a t	 ə f ɾ u i t 'a t 
adults	ə ð 'u l s	 ə ð 'u l t s 
adscrit	ə s k ɾ 'i t	 ə t s k ɾ 'i t 
adornen	ə ð 'o ɾ n ə n	 ə ð 'ɔ ɾ n ə n 
adequa	ə ð 'e k w ə	 ə ð 'ɛ k w ə 
acostant-se	ə k o s t 'a n s ə	 ə k o s t 'a n t s ə 
acomodament	ə k o m o ð ə m 'e n t	 ə k u m u ð ə m 'e n t 
acomiadaríem	ə k o m i ə ð ə ɾ 'i ə m	 ə k u m i ə ð ə ɾ 'i ə m 
acomiadament	ə k o m i ə ð ə m 'e n t	 ə k u m i ə ð ə m 'e n t 
acceptant-la	ə t s ə t t 'a n l ə	 ə t s ə t t 'a n d l ə 
abandonament	ə β ə n d o n ə m 'e n t	 ə β ə n d u n ə m 'e n t 
a	'ə	 ə 
Zürich	z u ɾ 'i k	 ə w ɾ 'i k ə 
Xop	ʃ 'o p	 ʃ 'ɔ p 
Webs	b 'e t s	 s 'ə t s 
Vicent	v i s 'ɛ n t	 v i s 'e n t 
Venus	v 'ɛ n u s	 v 'ə n u s 
Ve	v 'e	 v 'ə 
Vailets	v ə j l 'ə t s	 v ə i l 'ə t s 
Vaduz	v ə ð 'u z	 v ə ð 'u 
Unesco	u n 'e s k o	 u n 'ə s k o 
Ulldemol	u ʎ d ə m 'ɔ l	 u ʎ ð ə m 'ɔ l 
Transports	t ɾ ə n s p 'ɔ ɾ s	 t ɾ ə n s p 'o ɾ t s 
Transport	t ɾ ə n s p 'ɔ ɾ t	 t ɾ ə n s p 'o ɾ t 
Tort	t 'ɔ ɾ t	 t 'o ɾ t 
Torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
Tema	t 'e m ə	 t 'ə m ə 
Te	t 'ə	 t ə 
Tants	t 'a n s	 t 'a n t s 
Taipei	t ə j p 'ə j	 t ə i p 'ə j 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
Suècia	s u 'ə s i ə	 s u 'ɛ s i ə 
Sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
Sistemes	s i s t 'e m ə s	 s i s t 'ə m ə s 
Sistema	s i s t 'e m ə	 s i s t 'ə m ə 
Saps	s 'a t s	 s 'a p s 
Samland	s ə m l 'a n t	 s ə m l 'a n d 
Renaixença	r ə n ə ʃ 'ɛ n s ə	 r ə n ə ʃ 'e n s ə 
Reemissió	r e ə m i s i 'o	 r ə ə m i s i 'o 
Realisme	r e ə l 'i z m ə	 r ə ə l 'i z m ə 
Raonament	r ə o n ə m 'e n t	 r ə u n ə m 'e n t 
Quedo	k 'e ð o	 k 'ə ð o 
Provença	p ɾ o v 'ɛ n s ə	 p ɾ o v 'e n s ə 
Planejament	p l ə n ə ʒ ə m 'e n t	 p l ə n d ʒ ə m 'e n t 
Pingu	p 'i ŋ g u	 p 'i ŋ g w 
Parts	p 'a ɾ s	 p 'a ɾ t s 
Pakistan	p ə k i s t 'a n	 p ə z i s t 'a n 
Pablo	p 'a β l o	 p 'a b b l o 
Ordre	'o ɾ ð ɾ ə	 'ɔ ɾ ð ɾ ə 
Omple	'o m p l ə	 'ɔ m p l ə 
Nois	n 'ɔ j s	 n 'o i s 
Munich	m u n 'i k	 m u n 'i k ə 
Mossos	m 'o s o s	 m 'ɔ s o s 
Mossegant-se	m o s ə ɣ 'a n s ə	 m o s ə ɣ 'a n t s ə 
Montsià	m o n s i 'a	 m u n s i 'a 
Montseny	m o n s 'ə ɲ	 m u n t s 'ə ɲ 
Molta	m 'o l t ə	 m 'ɔ l t ə 
Menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
Martens	m ə ɾ t 'ə n s	 m ə ɾ t 'e n s 
Malone	m ə l 'o n ə	 m ə l 'ɔ n ə 
Légolas	l 'e ɣ o l ə s	 l ə ɣ u l 'a s 
Lund	l 'u n t	 l 'u n d 
Lo	l 'o	 l o 
Lluch	ʎ 'u k	 ʎ 'u k ə 
Llevo	ʎ 'e v o	 ʎ 'ə v o 
Lisboa	l i z β 'o ə	 l i z β 'ɔ ə 
Kirsten	k 'i ɾ s t ə n	 k 'i s t ə n 
Johannesburg	ʒ o ə n n ə z β 'u ɾ k	 ʒ o e n n ə z β 'u ɾ k 
Jofre	ʒ 'o f ɾ ə	 ʒ 'ɔ f ɾ ə 
Jeroni	ʒ ə ɾ 'ɔ n i	 ʒ ə ɾ 'o n i 
Ignoro	i n n 'o ɾ o	 i n n 'ɔ ɾ o 
Hòstia	'ɔ s t i ə	 ə s t i ə 
Hug	'u k	 'a k 
Horta	'ɔ ɾ t ə	 ə ɾ t ə 
Haig	'a t ʃ	 ə 'i ə 
Günther	g w n t 'e	 g u n ə 'e 
Forestal	f o ɾ ə s t 'a l	 f u ɾ ə s t 'a l 
Fent-ho	f 'e n t o	 f 'ɛ n t i 
Esports	ə s p 'ɔ ɾ s	 ə s p 'o ɾ t s 
Elisenda	ə l i z 'e n d ə	 ə l i z 'ə n d ə 
Eindhoven	ə j n d 'o v ə n	 ə j n d 'a v ə n 
Ebre	'e β ɾ ə	 'ə β ɾ ə 
Ebre	'e β ɾ ə	 'ə β ɾ ə 
EAJA	e 'a ʒ ə	 ə 'a ʒ ə 
Detroit	d ə t ɾ 'ɔ j t	 d ə t ɾ u 'i t 
Darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
Creador	k ɾ e ə ð 'o	 k ɾ ə ə ð 'o 
Copia-la	k o p 'i ə l ə	 k o p i 'a l ə 
Copa	k 'o p ə	 k 'ɔ p ə 
Continguts	k o n t i ŋ g 'u t s	 k u n t i ŋ g 'u t s 
Consum	k o n s 'u m	 k u n s 'u m 
Consulti	k o n s 'u l t i	 k u n s 'u l t i 
Consta	k 'o n s t ə	 k 'ɔ n s t ə 
Connecta	k o n n 'e t t ə	 k o n n 'ɛ t t ə 
Comparseros	k o m p ə ɾ s 'e ɾ o s	 k o m p ə ɾ s 'ɛ ɾ o s 
Comença	k o m 'ɛ n s ə	 k o m 'e n s ə 
Comences	k o m 'ɛ n s ə s	 k o m 'e n s ə s 
Cleveland	k l ə v ə l 'a n t	 k l ə v ə l 'a n d 
Chirac	t ʃ i ɾ 'a k	 s i ɾ 'a k 
Caterina	k ə t ə ɾ 'i n ə	  k e t ə ɾ 'i n ə 
Carreras	k ə r 'e ɾ ə s	 k ə r 'ɛ ɾ ə s 
Carnero	k ə ɾ n 'e ɾ o	 k ə ɾ n 'ɛ ɾ o 
Bodes	b 'o ð ə s	 b 'ɔ ð ə s 
Bangkok	b ə ŋ k k 'o k	 b ə ŋ g k 'o k 
Arts	'a ɾ s	 'a ɾ t s 
Aixeca	ə ʃ 'e k ə	 ə ʃ 'ɛ k ə 
Ai	'a j	 'a i 
Agenda	ə ʒ 'e n d ə	 ə ʒ 'ɛ n d ə 
el	'ə l	 ə l 
amb	'ə m	 'a m b 
oi	'ɔ j	 'o i 
o	'ɔ	 'o 
es	'ə s	 ə s 
el	'ə l	 ə l 
a	'ə	 ə 
Totes	t 'o t ə s	 t 'ɔ t ə s 
Si	s 'i	 s i 
Li	l 'i	 l i 
I	'i	 i 
Ho	'o	 o 
He	'e	 'a 
Et	'ə t	 ə t 
que	k 'ə	 k ə 
hi	'i	 i 
com	k 'ɔ m	 k 'o m 
Si	s 'i	 s i 
Queda	k 'e ð ə	 k 'ə ð ə 
I	'i	 i 
He	'e	 'a 
Com	k 'ɔ m	 k 'o m 
Amb	'ə m	 'a m b 
xilens	ʃ i l 'ə n s	 ʃ i l 'e n s 
xecs	ʃ 'ɛ t s	 ʃ 'ə t s 
vinculants	v i ŋ k u l 'a n s	 v i ŋ k u l 'a n t s 
utopies	u t o p 'i ə s	 u t u p 'i ə s 
túnels	t 'u n ə l s	 t u n 'ɛ l s 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
treva	t ɾ 'e v ə	 t ɾ 'ə v ə 
torben	t 'o ɾ β ə n	 t 'ɔ ɾ β ə n 
tirant-se	t i ɾ 'a n s ə	 t i ɾ 'a n t s ə 
temple	t 'e m p l ə	 t 'ə m p l ə 
tempestuosa	t ə m p ə s t u 'o z ə	 t ə m p ə s t u 'o s ə 
tanquessin	t ə ŋ k 'e s i n	 t ə ŋ k 'ə s i n 
sys	s 'i s	 s s 
suspens	s u s p 'ə n s	 s u s p 'e n s 
surrealisme	s u r e ə l 'i z m ə	 s u r ə ə l 'i z m ə 
sortints	s o ɾ t 'i n s	 s o ɾ t 'i n t s 
situant-se	s i t u 'a n s ə	 s i t u 'a n t s ə 
sexi	s 'ɛ t s i	 s 'ə t s i 
segles	s 'e g g l ə s	 s 'ə ɣ l ə s 
sanejament	s ə n ə ʒ ə m 'e n t	 s ə n d ʒ ə m 'e n t 
ruixats	r u ʃ 'a t s	 r i ʃ 'a t s 
rossa	r 'o s ə	 r 'ɔ s ə 
ressort	r ə s 'ɔ ɾ t	 r ə s 'o ɾ t 
repugnant	r ə p u n n 'a n t	 r ə p u ə n 'a n t 
rentessin	r ə n t 'e s i n	 r ə n t 'ə s i n 
removent-se	r ə m o v 'e n s ə	 r ə m o v 'ɛ n s ə 
recepta	r ə s 'ɛ t t ə	 r ə s 'ə t t ə 
qüestionen	k w ə s t i 'o n ə n	 k w ə s t i 'ɔ n ə n 
pàrquings	p 'a ɾ k i ŋ s	 p ə ɾ k 'i ŋ g s 
puig	p 'u t ʃ	 p 'u ʃ 
provoquen	p ɾ o v 'o k ə n	 p ɾ o v 'ɔ k ə n 
provincies	p ɾ o v i n s 'i ə s	 p ɾ u v i n s 'i ə s 
provincia	p ɾ o v i n s 'i ə	 p ɾ u v i n s 'i ə 
proveïts	p ɾ o v ə 'i t s	 p ɾ o v ə 'i s 
prospecte	p ɾ o s p 'ɛ t t ə	 p ɾ o s p 'ə t t ə 
promocioni	p ɾ o m o s i 'ɔ n i	 p ɾ o m o s i 'o n i 
promig	p ɾ o m 'i t ʃ	 p ɾ o m 'i k 
promig	p ɾ o m 'i t ʃ	 p ɾ o m 'i k 
progressos	p ɾ o ɣ ɾ 'e s o s	 p ɾ o ɣ ɾ 'ə s o s 
procreat	p ɾ o k ɾ e 'a t	 p ɾ u k ɾ ə 'a t 
pretenen	p ɾ ə t 'e n ə n	 p ɾ ə t 'ə n ə n 
presentessin	p ɾ ə z ə n t 'e s i n	 p ɾ ə z ə n t 'ə s i n 
preceptes	p ɾ ə s 'ɛ t t ə s	 p ɾ ə s 'ə t t ə s 
preat	p ɾ e 'a t	 p ɾ ə 'a t 
portessin	p o ɾ t 'e s i n	 p o ɾ t 'ə s i n 
polze	p 'o l z ə	 p 'ɔ l z ə 
pircings	p i ɾ s 'i ŋ s	 p i ɾ s 'i ŋ g s 
picant-li	p i k 'a n l i	 p i k 'a n t l i 
pertinença	p ə ɾ t i n 'ɛ n s ə	 p ə ɾ t i n 'e n s ə 
pertinences	p ə ɾ t i n 'ɛ n s ə s	 p ə ɾ t i n 'e n s ə s 
peatons	p e ə t 'o n s	 p ə ə t 'o n s 
peatge	p e 'a d ʒ ə	 p ə 'a d ʒ ə 
paradoxal	p ə ɾ ə ð o t s 'a l	 p ə ɾ ə ð u t s 'a l 
omplen	'o m p l ə n	 'ɔ m p l ə n 
obligant-la	o β l i ɣ 'a n l ə	 o β l i ɣ 'a n d l ə 
numero	n u m 'e ɾ o	 n u m 'ɛ ɾ o 
nervioses	n ə ɾ v i 'o z ə s	 n ə ɾ v i 'o s ə s 
movent-se	m o v 'e n s ə	 m o v 'ɛ n s ə 
motos	m 'o t o s	 m 'ɔ t o s 
molsuts	m o l s 'u t s	 m u l s 'u t s 
mirant-ne	m i ɾ 'a n n ə	 m i ɾ 'a n n n ə 
minuciosa	m i n u s i 'o z ə	 m i n u s i 'o s ə 
militants	m i l i t 'a n s	 m i l i t 'a n t s 
maleint-me	m ə l ə 'i m m ə	 m ə l 'ə j n t m ə 
maharajàs	m ə ə ɾ ə ʒ 'a s	 m ə ð ə ɾ ə ʒ 'a s 
ludopaties	l u ð o p ə t 'i ə s	 l u ð u p ə t 'i ə s 
lluitaven	ʎ u j t 'a v ə n	 ʎ u i t 'a v ə n 
lletja	ʎ 'e d ʒ ə	 ʎ 'ə d ʒ ə 
llestos	ʎ 'e s t o s	 ʎ 'ə s t o s 
llebre	ʎ 'e β ɾ ə	 ʎ 'ə β ɾ ə 
kosovars	k o z o v 'a s	 k o z o v 'a ɾ s 
jazz	ʒ 'a s	 ʒ 'a z ə 
irreals	i r e 'a l s	 i r ə 'a l s 
interpreto	i n t ə ɾ p ɾ 'e t o	 i n t ə ɾ p ɾ 'ə t o 
inspeccionant-la	i n s p ə t s i o n 'a n l ə	 i n s p ə t s i o n 'a n d l ə 
insolvents	i n s o l v 'e n s	 i n s o l v 'e n t s 
ingressos	i ŋ g ɾ 'e s o s	 i ŋ g ɾ 'ə s o s 
incloent-hi	i ŋ k l o 'e n t i	 i ŋ k l o 'ə n t i 
ignoro	i n n 'o ɾ o	 i n n 'ɔ ɾ o 
idealitzen	i ð e ə l 'i d z ə n	 i ð ə ə l 'i d z ə n 
hàgim	'a ʒ i m	 ə ʒ i m 
heroi	ə ɾ 'ɔ j	 ə ɾ 'o i 
glops	g l 'o t s	 g l 'ɔ t s 
ginebra	ʒ i n 'e β ɾ ə	 ʒ i n 'ə β ɾ ə 
gestioni	ʒ ə s t i 'ɔ n i	 ʒ ə s t i 'o n i 
gerds	ʒ 'ɛ ɾ s	 ʒ 'ɛ ɾ t s 
gemma	ʒ 'e m m ə	 ʒ 'ə m m ə 
fosses	f 'o s ə s	 f 'ɔ s ə s 
fessin	f 'e s i n	 f 'ə s i n 
fent-los	f 'e n l o s	 f 'ɛ n d l o s 
fent-la	f 'e n l ə	 f 'ɛ n d l ə 
febre	f 'e β ɾ ə	 f 'ə β ɾ ə 
febles	f 'e b b l ə s	 f 'ə b b l ə s 
exsoci	ə t s 'ɔ s i	 ə ʃ 'ɔ s i 
estrangers	ə s t ɾ ə n ʒ 'e s	 ə s t ɾ ə ŋ g 'e s 
espaguetis	ə s p ə ɣ 'ɛ t i s	 ə s p ə ɣ 'ə t i s 
eso	'e s o	 'ə z o 
escolten	ə s k 'o l t ə n	 ə s k 'ɔ l t ə n 
escoltar-ho	ə s k o l t 'a ɾ o	 ə s k o l t 'a ɾ i 
ensonyament	ə n s o ɲ ə m 'e n t	 ə n s u ɲ ə m 'e n t 
enganxant-ne	ə ŋ g ə n ʃ 'a n n ə	 ə ŋ g ə n ʃ 'a n n n ə 
ene	'e n ə	 'ə n ə 
endarrere	ə n d ə r 'e ɾ ə	 ə n d ə r 'ɛ ɾ ə 
ego	'e ɣ o	 'ə ɣ o 
efebus	ə f 'ɛ β u s	 ə f 'ə β u s 
dècimes	d 'ə s i m ə s	 d 'ɛ s i m ə s 
dècim	d 'ə s i m	 d 'ɛ s i m 
dèbils	d 'ə β i l s	 d 'ɛ β i l s 
dèbils	d 'ə β i l s	 d 'ɛ β i l s 
dutxant-me	d u t ʃ 'a m m ə	 d u t ʃ 'a n t m ə 
dolços	d 'o l s o s	 d 'ɔ l s o s 
distants	d i s t 'a n s	 d i s t 'a n t s 
discorre	d i s k 'o r ə	 d i s k 'ɔ r ə 
dient-me	d i 'e m m ə	 d i 'ə n t m ə 
dient-me	d i 'e m m ə	 d i 'ə n t m ə 
dient-li	d i 'e n l i	 d i ə n 'ɛ l i 
diamants	d i ə m 'a n s	 d i ə m 'a n t s 
devoro	d ə v 'o ɾ o	 d ə v 'ɔ ɾ o 
descontentament	d ə s k o n t ə n t ə m 'e n t	 d ə s k u n t ə n t ə m 'e n t 
desconeixement	d ə s k o n ə ʃ ə m 'e n t	 d ə s k u n ə ʃ ə m 'e n t 
desapareguessin	d ə z ə p ə ɾ ə ɣ 'e s i n	 d ə z ə p ə ɾ ə ɣ 'ə s i n 
càmpings	k 'a m p i ŋ s	 k 'a m p i ŋ g s 
curts	k 'u ɾ s	 k 'u ɾ t s 
cuinats	k u j n 'a t s	 k u i n 'a t s 
creï	k ɾ 'e i	 k ɾ 'ə i 
crearien	k ɾ e ə ɾ 'i ə n	 k ɾ ə ə ɾ 'i ə n 
creadors	k ɾ e ə ð 'o s	 k ɾ ə ə ð 'o s 
creadora	k ɾ e ə ð 'o ɾ ə	 k ɾ ə ə ð 'o ɾ ə 
coses	k 'ɔ z ə s	 k 'o z ə s 
corba	k 'o ɾ β ə	 k 'ɔ ɾ β ə 
contundents	k o n t u n d 'e n s	 k u n t u n d 'e n s 
contrincants	k o n t ɾ i ŋ k 'a n s	 k o n t ɾ i ŋ k 'a n t s 
contempla	k o n t 'e m p l ə	 k o n t 'ə m p l ə 
consideren	k o n s i ð 'e ɾ ə n	 k o n s i ð 'ɛ ɾ ə n 
conscienciós	k o n t s i ə n s i 'o s	 k o n s i ə n s i 'o s 
conscienciació	k o n t s i ə n s i ə s i 'o	 k o n s i ə n s i ə s i 'o 
connecto	k o n n 'e t t o	 k o n n 'ɛ t t o 
connecten	k o n n 'e t t ə n	 k o n n 'ə t t ə n 
comandants	k o m ə n d 'a n s	 k o m ə n d 'a n t s 
clixés	k l i ʃ 'e s	 k l ʃ 'e s 
carboncles	k ə ɾ β 'o ŋ k l ə s	 k ə ɾ β 'ɔ ŋ k l ə s 
cantants	k ə n t 'a n s	 k ə n t 'a n t s 
buidant	b u j ð 'a n t	 b u i ð 'a n t 
bomba	b 'o m b ə	 b 'ɔ m b ə 
bistecs	b i s t 'ɛ t s	 b i s t 'ə t s 
be	b 'e	 b 'ə 
bastard	b ə s t 'a ɾ t	 b ə s t 'a ɾ ə 
bastants	b ə s t 'a n s	 b ə s t 'a n t s 
atapeïts	ə t ə p ə 'i t s	 ə t ə p ə 'i s 
assecant-se	ə s ə k 'a n s ə	 ə s ə k 'a n t s ə 
ascens	ə t s 'ə n s	 ə s k 'e n s 
arruinada	ə r u j n 'a ð ə	 ə r u i n 'a ð ə 
arremangant-se	ə r ə m ə ŋ g 'a n s ə	 ə r ə m ə ŋ g 'a n t s ə 
arenga	ə ɾ 'e ŋ g ə	 ə ɾ 'ə ŋ g ə 
apèndix	ə p 'ə n d i t s	 ə p 'ɛ n d i 
aprofundiment	ə p ɾ o f u n d i m 'e n t	 ə p ɾ u f u n d i m 'e n t 
aparença	ə p ə ɾ 'ɛ n s ə	 ə p ə ɾ 'e n s ə 
anhels	ə n 'ɛ l s	 ə n 'a l s 
amants	ə m 'a n s	 ə m 'a n t s 
alcoholèmies	ə l k o o l 'ɛ m i ə s	 ə l k o o l 'ə m i ə s 
afronten	ə f ɾ 'o n t ə n	 ə f ɾ 'ɔ n t ə n 
adolescents	ə ð o l ə t s 'e n s	 ə ð o l ə s k 'e n t s 
actuïn	ə t t 'u i n	 ə t t u 'i n 
abertzale	ə β ə ɾ d z 'a l ə	 ə β ə ɾ ə z 'a l ə 
Ull	'u j	 'u ʎ 
Tortura	t o ɾ t 'u ɾ ə	 t u ɾ t 'u ɾ ə 
Sens	s 'ə n s	 s 'e n s 
Ruth	r 'u t	 r 'u t i 
Poder	p o ð 'ə	 p o ð 'e 
Plataforma	p l ə t ə f 'o ɾ m ə	 p l ə t ə f 'ɔ ɾ m ə 
Parisien	p ə ɾ i z 'i ə n	 p ə ɾ i s 'i ə n 
Montevideo	m o n t ə v i ð 'e o	 m o n t ə v i ð 'ə o 
Mes	m 'e s	 m 'ə s 
Lègolas	l 'ə ɣ o l ə s	 l ə ɣ u l 'a s 
Le	l 'e	 l 'ə 
Joel	ʒ o 'ɛ l	 ʒ u 'ɛ l 
Hèlsinki	'ɛ l s i ŋ k i	 'a l s i n s i 
Huc	'u k	 'a k 
Hisenda	i z 'e n d ə	 i z 'ɛ n d ə 
Grenoble	g ɾ ə n 'o b b l ə	 g ɾ ə n 'ɔ b b l ə 
Grand	g ɾ 'a n t	 g ɾ 'a n d 
Folch	f 'o l k	 f 'o l k ə 
Endreço	ə n d ɾ 'e s o	 ə n d ɾ 'ə s o 
Dreamweaver	d ɾ e ə m b e ə v 'e	 d ɾ e ə m b ə ə v 'e 
Contra	k 'o n t ɾ ə	 k 'ɔ n t ɾ ə 
Consulta	k o n s 'u l t ə	 k u n s 'u l t ə 
Compareseria	k o m p ə ɾ ə z ə ɾ 'i ə	 k u m p ə ɾ ə z ə ɾ 'i ə 
COCO	k 'o k o	 k 'ɔ k o 
Ben	b 'e n	 b 'ə n 
Beirut	b ə j ɾ 'u t	 b ə i ɾ 'u t 
habitants	ə β i t 'a n s	 ə β i t 'a n t s 
habitatge	ə β i t 'a dʒ ə	 ə β i t 'a d ʒ ə 
habitatges	ə β i t 'a dʒ ə s	 ə β i t 'a d ʒ ə s 
habitualment	ə β i t u ˌ a l m 'e n t	 ə β i t u ə l m 'e n t 
hagi	'a ʒ i	 ə ʒ i 
hagin	'a ʒ i n	 ə ʒ i n 
hagis	'a ʒ i s	 ə ʒ i s 
hagueɾa	ə ɣ 'e ɾ ə	 ə ɣ 'ɛ ɾ ə 
hagueɾen	ə ɣ 'e ɾ ə n	 ə ɣ 'ɛ ɾ ə n 
hagueɾes	ə ɣ 'e ɾ ə s	 ə ɣ 'ɛ ɾ ə s 
haguessen	ə ɣ 'e s ə n	 ə ɣ 'ə s ə n 
haguesses	ə ɣ 'e s ə s	 ə ɣ 'ə s ə s 
haguessin	ə ɣ 'e s i n	 ə ɣ 'ə s i n 
haguessis	ə ɣ 'e s i s	 ə ɣ 'ə s i s 
hagué	ə ɣ 'e	 ə ɣ 'ə 
haguéɾem	ə ɣ 'e ɾ ə m	 ə ɣ ə 'ə m 
haguéɾeu	ə ɣ 'e ɾ ə w	 ə ɣ ə 'ɛ w 
hagués	ə ɣ 'e s	 ə ɣ 'ə s 
haguéssem	ə ɣ 'e s ə m	 ə ɣ ə s 'ə m 
haguésseu	ə ɣ 'e s ə w	 ə ɣ ə s 'ɛ w 
haguéssim	ə ɣ 'e s i m	 ə ɣ ə s 'i m 
haguéssiu	ə ɣ 'e s i w	 ə ɣ ə s 'i w 
haia	'a j ə	 ə 'i ə 
haig	'a tʃ	 ə 'i ə 
haitians	ə j t i 'a n s	 ə i t i 'a n s 
haití	ə j t 'i	 ə i t 'i 
haja	'a ʒ ə	 ə ʒ ə 
halloween	ə ʎ o β 'e ə n	 ə ʎ o β 'ɛ ə n 
halteɾofília	ə l t ə ɾ o f 'i l i ə	 ə l t ə ɾ u f i l 'i ə 
hannoveɾ	ə n n o v 'e	 ə n n o v 'ə 
haɾdwaɾe	'a ɾ u ə	 ə ɾ ə 'a ɾ ə 
haɾmoniosa	ə ɾ m o n i 'o z ə	 ə ɾ m o n i 'o s ə 
haɾmoniosament	ə ɾ m o n i ˌ o z ə m 'e n t	 ə ɾ m u n i u z ə m 'e n t 
haɾmonioses	ə ɾ m o n i 'o z ə s	 ə ɾ m o n i 'o s ə s 
haɾmònic	ə ɾ m 'ɔ n i k	 ə ɾ m u n 'i k 
haɾmònica	ə ɾ m 'ɔ n i k ə	 ə ɾ m u n 'i k ə 
haɾmònicament	ə ɾ m ˌ ɔ n i k ə m 'e n t	 ə ɾ m 'ɔ n 'i k ə m 'e n t 
haɾmònics	ə ɾ m 'ɔ n i t s	 ə ɾ m u n 'i t s 
haɾmòniques	ə ɾ m 'ɔ n i k ə s	 ə ɾ m u n 'i k ə s 
hauɾé	ə w ɾ 'e	 ə w ɾ 'ə 
hauɾíem	ə w ɾ 'i ə m	 ə w ɾ i 'ə m 
hauɾíeu	ə w ɾ 'i ə w	 ə w ɾ i 'ɛ w 
hemofília	ə m o f 'i l i ə	 ə m u f i l 'i ə 
hemoroides	ə m o r 'ɔ j ð ə s	 ə m u ɾ u 'i ð ə s 
