A	'ə	 ə 
era	'e ɾ ə	 'ɛ ɾ ə 
A	'ə	 ə 
als	ə l s	 'a l s 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
vaig	v 'a t ʃ	 v 'a ʃ 
En	'ə n	 ə n 
Si	s 'i	 s i 
sense	s 'e n s ə	 s 'ə n s ə 
ho	'o	 o 
res	r 'ɛ s	 r 'ə s 
De	d 'ə	 d ə 
pel	p 'ə l	 p 'ɛ l 
meva	m 'e v ə	 m 'ə v ə 
sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
I	'i	 i 
he	'e	 'a 
pot	p 'ɔ t	 p 'o t 
cent	s 'e n t	 s 'ə n t 
cop	k 'ɔ p	 k 'o p 
hem	'ə m	 'a m 
seves	s 'e v ə s	 s 'ə v ə s 
se	s 'ə	 s ə 
gent	ʒ 'e n t	 ʒ 'ɛ n t 
Les	l 'ə s	 l ə s 
Barcelona	b ə ɾ s ə l 'o n ə	 b ə ɾ s ə l 'ɔ n ə 
sistema	s i s t 'e m ə	 s i s t 'ə m ə 
Em	'ə m	 ə m 
tota	t 'o t ə	 t 'ɔ t ə 
et	'ə t	 ə t 
moment	m o m 'e n t	 m 'ɔ m 'ɛ n t 
Es	'ə s	 ə s 
primer	p ɾ i m 'e	 p ɾ i m 'ə 
poder	p o ð 'ə	 p o ð 'ɛ 
Al	'ə l	 'a l 
hores	'ɔ ɾ ə s	 ə ɾ ə s 
totes	t 'o t ə s	 t 'ɔ t ə s 
persones	p ə ɾ s 'o n ə s	 p ə ɾ s 'ɔ n ə s 
manera	m ə n 'e ɾ ə	 m ə n 'ɛ ɾ ə 
primera	p ɾ i m 'e ɾ ə	 p ɾ i m 'ɛ ɾ ə 
Hi	'i	 i 
vol	v 'ɔ l	 v 'o l 
Com	k 'ɔ m	 k 'o m 
diferents	d i f ə ɾ 'e n s	 d i f ə ɾ 'ɛ n s 
carrer	k ə r 'e	 k ə r 'ə 
tenen	t 'e n ə n	 t 'ə n ə n 
ningú	n i ŋ g 'u	 n 'i ŋ g 'u 
Li	l 'i	 l i 
Amb	'ə m	 'a m b 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
persona	p ə ɾ s 'o n ə	 p ə ɾ s 'ɔ n ə 
fent	f 'e n t	 f 'ɛ n t 
ben	b 'e n	 b 'ə n 
pels	p 'ə l s	 p 'ɛ l s 
molts	m 'o l s	 m 'o l t s 
contra	k 'o n t ɾ ə	 k 'ɔ n t ɾ ə 
mig	m 'i t ʃ	 m 'i k 
sol	s 'ɔ l	 s 'o l 
cotxe	k 'o t ʃ o	 k 'ɔ t ʃ ə 
Ho	'o	 o 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
mateixa	m ə t 'e ʃ ə	 m ə t 'ɛ ʃ ə 
eren	'e ɾ ə n	 'ɛ ɾ ə n 
prop	p ɾ 'ɔ p	 p ɾ 'o p 
mes	m 'e s	 m 'ə s 
Queden	k 'e ð ə n	 k 'ə ð ə n 
paper	p ə p 'e	 p ə p 'ə 
potser	p o t s 'e	 p o t s 'ə 
mort	m 'ɔ ɾ t	 m 'o ɾ t 
Era	'e ɾ ə	 'ɛ ɾ ə 
forma	f 'o ɾ m ə	 f 'ɔ ɾ m ə 
coma	k 'o m ə	 k 'ɔ m ə 
vols	v 'ɔ l s	 v 'o l s 
home	'ɔ m o	 ə m ə 
ve	v 'e	 v 'ə 
trenta	t ɾ 'ə n t ə	 t ɾ 'ɛ n t ə 
sento	s 'e n t o	 s 'ɛ n t o 
He	'e	 'a 
hora	'ɔ ɾ ə	 ə ɾ ə 
Vaig	v 'a t ʃ	 v 'a ʃ 
problemes	p ɾ o β l 'ɛ m ə s	 p ɾ o β l 'ə m ə s 
estona	ə s t 'o n ə	 ə s t 'ɔ n ə 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
teva	t 'e v ə	 t 'ə v ə 
zona	z 'o n ə	 z 'ɔ n ə 
tretze	t ɾ 'e d z ə	 t ɾ 'ə d z ə 
tema	t 'e m ə	 t 'ə m ə 
sols	s 'ɔ l s	 s 'o l s 
fitxers	f i t ʃ 'e s	 f i t ʃ 'ɛ ɾ s 
molta	m 'o l t ə	 m 'ɔ l t ə 
dotze	d 'o d z ə	 d 'ɔ d z ə 
Potser	p o t s 'e	 p o t s 'ə 
sent	s 'e n t	 s 'ə n t 
queda	k 'e ð ə	 k 'ə ð ə 
noi	n 'ɔ j	 n 'o i 
fort	f 'ɔ ɾ t	 f 'o ɾ t 
Ens	'ə n s	 ə n s 
llengua	ʎ 'e ŋ g w ə	 ʎ 'ə ŋ g w ə 
tingut	t i ŋ g 'u t	 t 'i ŋ g 'u t 
tard	t 'a ɾ t	 t 'a ɾ ə 
segle	s 'e g g l ə	 s 'ə ɣ l ə 
segona	s ə ɣ 'o n ə	 s ə ɣ 'ɔ n ə 
hagi	'a ʒ i	 ə ʒ i 
fitxer	f i t ʃ 'e	 f i t ʃ 'ɛ 
Que	k 'ə	 k ə 
vent	v 'e n t	 v 'ə n t 
jove	ʒ 'o v ə	 ʒ 'ɔ v ə 
catorze	k ə t 'o ɾ z ə	 k ə t 'ɔ ɾ z ə 
carrers	k ə r 'e s	 k ə r 'ə s 
Prop	p ɾ 'ɔ p	 p ɾ 'o p 
joves	ʒ 'o v ə s	 ʒ 'ɔ v ə s 
Sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
pots	p 'ɔ t s	 p 'o t s 
faig	f 'a t ʃ	 f 'a j ə 
meves	m 'e v ə s	 m 'ə v ə s 
proper	p ɾ o p 'e	 p ɾ o p 'ə 
Coneixement	k o n ə ʃ ə m 'e n t	 k o n 'ə ʃ ə m 'ɛ n t 
tercera	t ə ɾ s 'e ɾ ə	 t ə ɾ s 'ɛ ɾ ə 
llarg	ʎ 'a ɾ k	 ʎ 'a ɾ ə 
document	d o k u m 'e n t	 d 'ɔ k u m 'ə n t 
contingut	k o n t i ŋ g 'u t	 k o n t 'i ŋ g 'u t 
boca	b 'o k ə	 b 'ɔ k ə 
temes	t 'e m ə s	 t 'ə m ə s 
tecla	t 'e k l ə	 t 'ɛ k l ə 
onze	'o n z ə	 'ɔ n z ə 
homes	'ɔ m ə s	 ə m ə s 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
Lleida	ʎ 'e j ð ə	 ʎ 'ə j ð ə 
president	p ɾ ə z i ð 'e n t	 p ɾ ə z i ð 'ɛ n t 
peix	p 'e ʃ	 p 'ə ʃ 
maig	m 'a t ʃ	 m 'a ʃ 
diferent	d i f ə ɾ 'e n t	 d i f ə ɾ 'ɛ n t 
Tarragona	t ə r ə ɣ 'o n ə	 t ə r ə ɣ 'ɔ n ə 
darrera	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
corrent	k o r 'e n t	 k o r 'ə n t 
maneres	m ə n 'e ɾ ə s	 m ə n 'ɛ ɾ ə s 
importants	i m p o ɾ t 'a n s	 i m p o ɾ t 'a n t s 
carretera	k ə r ə t 'e ɾ ə	 k ə r ə t 'ɛ ɾ ə 
aspectes	ə s p 'ɛ t t ə s	 ə s p 'ə t t ə s 
tercer	t ə ɾ s 'e	 t ə ɾ s 'ə 
sorra	s 'o r ə	 s 'ɔ r ə 
fes	f 'e s	 f 'ə s 
cultura	k u l t 'u ɾ ə	 k 'u l t 'u ɾ ə 
cops	k 'ɔ t s	 k 'o t s 
vuitanta	v u j t 'a n t ə	 v u i t 'a n t ə 
torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
suport	s u p 'ɔ ɾ t	 s u p 'o ɾ t 
queden	k 'e ð ə n	 k 'ə ð ə n 
peixos	p 'e ʃ o s	 p 'ɛ ʃ o s 
haig	'a t ʃ	 ə 'i ə 
foto	f 'o t o	 f 'ɔ t o 
diners	d i n 'e s	 d i n 'ə s 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
O	'ɔ	 'o 
moviment	m o v i m 'e n t	 m 'ɔ v i m 'ə n t 
instants	i n s t 'a n s	 i n s t 'a n t s 
got	g 'ɔ t	 g 'o t 
etcètera	ə t s 'ɛ t ə ɾ ə	 ə t s 'ə t ə ɾ ə 
dòlars	d 'ɔ l ə s	 d 'ɔ l 'a s 
conte	k 'o n t ə	 k 'ɔ n t ə 
Vol	v 'ɔ l	 v 'o l 
me'n	m ə n	 m 'ə n 
bossa	b 'o s ə	 b 'ɔ s ə 
Hem	'ə m	 'a m 
vinent	v i n 'e n t	 v i n 'ə n t 
pressa	p ɾ 'e s ə	 p ɾ 'ə s ə 
pedra	p 'e ð ɾ ə	 p 'ə ð ɾ ə 
passatgers	p ə s ə d ʒ 'e s	 p ə s 'a d ʒ 'ɛ ɾ s 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
nois	n 'ɔ j s	 n 'o i s 
mètode	m 'ɛ t o ð ə	 m 'ə t o ð ə 
formes	f 'o ɾ m ə s	 f 'ɔ ɾ m ə s 
espai	ə s p 'a j	 ə s p 'a i 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
Reconeixement	r ə k o n ə ʃ ə m 'e n t	 r ə k o n 'ə ʃ ə m 'ɛ n t 
Montse	m 'o n s ə	 m 'ɔ n t s ə 
vingut	v i ŋ g 'u t	 v 'i ŋ g 'u t 
respecte	r ə s p 'ɛ t t ə	 r ə s p 'ə t t ə 
parts	p 'a ɾ s	 p 'a ɾ t s 
milers	m i l 'e s	 m i l 'ə s 
me	m 'ə	 m ə 
mateixos	m ə t 'e ʃ o s	 m ə t 'ɛ ʃ o s 
gossos	g 'o s o s	 g 'ɔ s o s 
control	k o n t ɾ 'ɔ l	 k o n t ɾ 'o l 
adreça	ə ð ɾ 'e s ə	 ə ð ɾ 'ə s ə 
Primer	p ɾ i m 'e	 p ɾ i m 'ə 
Pot	p 'ɔ t	 p 'o t 
Pel	p 'ə l	 p 'ɛ l 
Et	'ə t	 ə t 
últims	'u l t i n s	 'u l t 'i n s 
volen	v 'o l ə n	 v 'ɔ l ə n 
primers	p ɾ i m 'e s	 p ɾ i m 'ɛ ɾ s 
funcionament	f u n s i o n ə m 'e n t	 f u n s i 'ɔ n ə m 'ə n t 
espera	ə s p 'e ɾ ə	 ə s p 'ɛ ɾ ə 
espanyol	ə s p ə ɲ 'ɔ l	 ə s p ə ɲ 'o l 
dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
deixen	d 'e ʃ ə n	 d 'ə ʃ ə n 
coneixement	k o n ə ʃ ə m 'e n t	 k o n 'ə ʃ ə m 'ɛ n t 
cadascú	k ə ð ə s k 'u	 k 'a ð ə s k 'u 
Sense	s 'e n s ə	 s 'ə n s ə 
Vol	v 'ɔ l	 v 'o l 
veuen	v 'ə w ə n	 v 'ɛ w ə n 
transport	t ɾ ə n s p 'ɔ ɾ t	 t ɾ ə n s p 'o ɾ t 
processos	p ɾ o s 'e s o s	 p ɾ o s 'ə s o s 
problema	p ɾ o β l 'ɛ m ə	 p ɾ o β l 'ə m ə 
pedres	p 'e ð ɾ ə s	 p 'ə ð ɾ ə s 
desig	d ə z 'i t ʃ	 d ə z 'i 
clients	k l i 'e n s	 k l i 'ə n s 
ambient	ə m b i 'e n t	 ə m b i 'ɛ n t 
preguntar	p ɾ ə ɣ u n t 'a	 p ɾ ə ɣ 'u n t 'a 
peces	p 'e s ə s	 p 'ə s ə s 
pagament	p ə ɣ ə m 'e n t	 p 'a ɣ ə m 'ə n t 
juliol	ʒ u l i 'ɔ l	 ʒ u l i 'o l 
fosca	f 'o s k ə	 f 'ɔ s k ə 
fer-ho	f 'e ɾ o	 f 'ɛ ɾ o 
entendre	ə n t 'e n d ɾ ə	 ə n t 'ə n d ɾ ə 
dolça	d 'o l s ə	 d 'ɔ l s ə 
Vielha	v i 'ɛ l ə	 v i 'ɛ l 'a 
Figueres	f i ɣ 'e ɾ ə s	 f i ɣ 'ɛ ɾ ə s 
ves	v 'e s	 v 'ə s 
torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
suficient	s u f i s i 'e n t	 s u f i s i 'ɛ n t 
sistemes	s i s t 'e m ə s	 s i s t 'ə m ə s 
present	p ɾ ə z 'e n t	 p ɾ ə z 'ə n t 
pendent	p ə n d 'e n t	 p ə n d 'ə n t 
metges	m 'e d ʒ ə s	 m 'ə d ʒ ə s 
formen	f 'o ɾ m ə n	 f 'ɔ ɾ m ə n 
dient	d i 'e n t	 d i 'ə n t 
corresponent	k o r ə s p o n 'e n t	 k o r ə s p o n 'ɛ n t 
consum	k o n s 'u m	 k 'o n s 'u m 
boig	b 'ɔ t ʃ	 b 'o ʃ 
aspecte	ə s p 'ɛ t t ə	 ə s p 'ə t t ə 
Montserrat	m o n s ə r 'a t	 m 'o n t s ə r 'a t 
i	'i	 i 
vespre	v 'e s p ɾ ə	 v 'ə s p ɾ ə 
sabent	s ə β 'ɛ n t	 s ə β 'ə n t 
rient	r i 'e n t	 r i 'ə n t 
representants	r ə p ɾ ə z ə n t 'a n s	 r ə p ɾ ə z ə n t 'a n t s 
remot	r ə m 'ɔ t	 r ə m 'o t 
reforma	r ə f 'o ɾ m ə	 r ə f 'ɔ ɾ m ə 
quedo	k 'e ð o	 k 'ə ð o 
presenta	p ɾ ə z 'e n t ə	 p ɾ ə z 'ɛ n t ə 
néixer	n 'e ʃ ə	 n 'e ʃ 'e  
meitat	m ə j t 'a t	 m ə i t 'a t 
hagin	'a ʒ i n	 ə ʒ i n 
gestiona	ʒ ə s t i 'o n ə	 ʒ ə s t i 'ɔ n ə 
equips	ə k 'i t s	 ə k 'i p s 
doble	d 'o b b l ə	 d 'ɔ b b l ə 
disposen	d i s p 'o z ə n	 d i s p 'ɔ z ə n 
disposa	d i s p 'o z ə	 d i s p 'ɔ z ə 
dents	d 'e n s	 d 'ə n s 
considera	k o n s i ð 'e ɾ ə	 k o n s i ð 'ɛ ɾ ə 
conscient	k o n t s i 'e n t	 k o n t s i 'ə n t 
Ningú	n i ŋ g 'u	 n 'i ŋ g 'u 
Moltes	m 'o l t ə s	 m 'ɔ l t ə s 
Balaguer	b ə l ə ɣ 'e	 b ə l ə ɣ 'ə 
Badalona	b ə ð ə l 'o n ə	 b ə ð ə l 'ɔ n ə 
Als	'ə l s	 'a l s 
ésser	'e s ə	 'e s 'e  
època	'ɛ p o k ə	 'ə p o k ə 
A	'ə	 ə 
zones	z 'o n ə s	 z 'ɔ n ə s 
sentiment	s ə n t i m 'e n t	 s 'ɛ n t i m 'ə n t 
interessants	i n t ə ɾ ə s 'a n s	 i n t ə ɾ ə s 'a n t s 
espanyols	ə s p ə ɲ 'ɔ l s	 ə s p ə ɲ 'o l s 
creixent	k ɾ ə ʃ 'e n t	 k ɾ ə ʃ 'ə n t 
cintura	s i n t 'u ɾ ə	 s 'i n t 'u ɾ ə 
butxaca	b u t ʃ 'a k ə	 b 'u t ʃ 'a k ə 
broma	b ɾ 'o m ə	 b ɾ 'ɔ m ə 
bombes	b 'o m b ə s	 b 'ɔ m b ə s 
Xavier	ʃ ə v i 'e	 ʃ ə v i 'ə 
Parlament	p ə ɾ l ə m 'e n t	 p 'a ɾ l ə m 'ə n t 
èpoques	'ɛ p o k ə s	 'ə p o k ə s 
vorera	v o ɾ 'e ɾ ə	 v o ɾ 'ɛ ɾ ə 
transports	t ɾ ə n s p 'ɔ ɾ s	 t ɾ ə n s p 'o ɾ t s 
teves	t 'e v ə s	 t 'ə v ə s 
representa	r ə p ɾ ə z 'e n t ə	 r ə p ɾ ə z 'ɛ n t ə 
quarts	k w 'a ɾ s	 k w 'a ɾ t s 
presenten	p ɾ ə z 'e n t ə n	 p ɾ ə z 'ə n t ə n 
pintura	p i n t 'u ɾ ə	 p 'i n t 'u ɾ ə 
perd	p 'ɛ ɾ t	 p 'ɛ ɾ i 
ordre	'o ɾ ð ɾ ə	 'ɔ ɾ ð ɾ ə 
fotos	f 'o t o s	 f 'ɔ t o s 
estones	ə s t 'o n ə s	 ə s t 'ɔ n ə s 
esport	ə s p 'ɔ ɾ t	 ə s p 'o ɾ t 
equipament	ə k i p ə m 'e n t	 ə k 'i p ə m 'ə n t 
deixo	d 'e ʃ o	 d 'ɛ ʃ o 
corresponents	k o r ə s p o n 'e n s	 k o r ə s p o n 'ɛ n s 
continent	k o n t i n 'e n t	 k o n t i n 'ə n t 
carrera	k ə r 'e ɾ ə	 k ə r 'ɛ ɾ ə 
cadascun	k ə ð ə s k 'u n	 k 'a ð ə s k 'u n 
barber	b ə ɾ β 'e	 b ə ɾ β 'ə 
adreces	ə ð ɾ 'e s ə s	 ə ð ɾ 'ə s ə s 
Sento	s 'e n t o	 s 'ɛ n t o 
Olot	o l 'ɔ t	 o l 'o t 
Faig	f 'a t ʃ	 f 'a j ə 
Departament	d ə p ə ɾ t ə m 'e n t	 d ə p 'a ɾ t ə m 'ə n t 
Considera	k o n s i ð 'e ɾ ə	 k o n s i ð 'ɛ ɾ ə 
Conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
Vols	v 'ɔ l s	 v 'o l s 
visitants	v i z i t 'a n s	 v i z i t 'a n t s 
tants	t 'a n s	 t 'a n t s 
sentin	s 'e n t i n	 s 'ɛ n t i n 
segles	s 'e g g l ə s	 s 'ə ɣ l ə s 
representen	r ə p ɾ ə z 'e n t ə n	 r ə p ɾ ə z 'ə n t ə n 
regles	r 'e g g l ə s	 r 'ə ɣ l ə s 
reconeixement	r ə k o n ə ʃ ə m 'e n t	 r ə k o n 'ə ʃ ə m 'ɛ n t 
pèl	p 'ə l	 p 'ɛ l 
provoca	p ɾ o v 'o k ə	 p ɾ o v 'ɔ k ə 
primavera	p ɾ i m ə v 'e ɾ ə	 p ɾ i m ə v 'ɛ ɾ ə 
premsa	p ɾ 'e n s ə	 p ɾ 'ə m z ə 
port	p 'ɔ ɾ t	 p 'o ɾ t 
metge	m 'e d ʒ ə	 m 'ə d ʒ ə 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
idiomes	i ð i 'o m ə s	 i ð i 'ɔ m ə s 
frontera	f ɾ o n t 'e ɾ ə	 f ɾ o n t 'ɛ ɾ ə 
fragment	f ɾ ə m m 'e n t	 f ɾ 'a m m 'ɛ n t 
evident	ə v i ð 'e n t	 ə v i ð 'ɛ n t 
estructures	ə s t ɾ u t t 'u ɾ ə s	 ə s t ɾ 'u t t 'u ɾ ə s 
enorme	ə n 'o ɾ m ə	 ə n 'ɔ ɾ m ə 
elfs	'ɛ l t s	 'ɛ l i s 
créixer	k ɾ 'e ʃ ə	 k ɾ 'e ʃ 'e  
corones	k o ɾ 'o n ə s	 k o ɾ 'ɔ n ə s 
continguts	k o n t i ŋ g 'u t s	 k o n t 'i ŋ g 'u t s 
conceptes	k o n s 'ɛ t t ə s	 k o n s 'ə t t ə s 
començament	k o m ə n s ə m 'e n t	 k o m 'ɛ n s ə m 'ə n t 
caigut	k ə j ɣ 'u t	 k 'a j ɣ 'u t 
atendre	ə t 'e n d ɾ ə	 ə t 'ə n d ɾ ə 
agents	ə ʒ 'e n s	 ə ʒ 'ɛ n s 
Vols	v 'ɔ l s	 v 'o l s 
Totes	t 'o t ə s	 t 'ɔ t ə s 
Boi	b 'ɔ j	 b 'o i 
Com	k 'ɔ m	 k 'o m 
xicot	ʃ i k 'ɔ t	 ʃ i k 'o t 
volgut	v o l ɣ 'u t	 v 'ɔ l ɣ 'u t 
ull	'u j	 'u ʎ 
tornes	t 'o ɾ n ə s	 t 'ɔ ɾ n ə s 
tones	t 'o n ə s	 t 'ɔ n ə s 
tinguessin	t i ŋ g 'e s i n	 t i ŋ g 'ə s i n 
telèfons	t ə l 'ə f o n s	 t ə l 'ə f 'o n s 
sèries	s 	 s 'ɛ ɾ i ə s 
saps	s 'a t s	 s 'a p s 
pèls	p 'ə l s	 p 'ɛ l s 
propera	p ɾ o p 'e ɾ ə	 p ɾ o p 'ɛ ɾ ə 
primeres	p ɾ i m 'e ɾ ə s	 p ɾ i m 'ɛ ɾ ə s 
permanent	p ə ɾ m ə n 'e n t	 p ə ɾ m ə n 'ə n t 
passatger	p ə s ə d ʒ 'e	 p ə s 'a d ʒ 'ɛ 
moto	m 'o t o	 m 'ɔ t o 
moribund	m o ɾ i β 'u n t	 m o ɾ i β 'u n d 
m'hi	m i	 m 'a 
lloguer	ʎ o ɣ 'e	 ʎ o ɣ 'ə 
lliteres	ʎ i t 'e ɾ ə s	 ʎ i t 'ɛ ɾ ə s 
llest	ʎ 'e s t	 ʎ 'ə s t 
llengües	ʎ 'e ŋ g w ə s	 ʎ 'ə ŋ g w ə s 
intenta	i n t 'e n t ə	 i n t 'ɛ n t ə 
funciona	f u n s i 'o n ə	 f u n s i 'ɔ n ə 
fixament	f i t s ə m 'e n t	 f 'i t s ə m 'ə n t 
febrer	f ə β ɾ 'e	 f ə β ɾ 'ə 
enmig	ə m m 'i t ʃ	 ə n m 'i k 
creixement	k ɾ ə ʃ ə m 'e n t	 k ɾ 'ɛ ʃ ə m 'ɛ n t 
creador	k ɾ e ə ð 'o	 k ɾ ə ə ð 'o 
contes	k 'o n t ə s	 k 'ɔ n t ə s 
consultes	k o n s 'u l t ə s	 k 'o n s 'u l t ə s 
concepte	k o n s 'ɛ t t ə	 k o n s 'ə t t ə 
carreteres	k ə r ə t 'e ɾ ə s	 k ə r ə t 'ɛ ɾ ə s 
cargol	k ə ɾ ɣ 'ɔ l	 k ə ɾ ɣ 'o l 
bevent	b ə v 'e n t	 b ə v 'ə n t 
accident	ə t s i ð 'e n t	 ə t s i ð 'ɛ n t 
Tremp	t ɾ 'e m p	 t ɾ 'ə m p 
Roger	r o ʒ 'e	 r o ʒ 'ɛ 
Pots	p 'ɔ t s	 p 'o t s 
Pol	p 'ɔ l	 p 'o l 
Pesa	p 'e z ə	 p 'ə z ə 
Molts	m 'o l s	 m 'o l t s 
Fes	f 'e s	 f 'ə s 
Cristina	k ɾ i s t 'i n ə	 k ɾ 'i s t 'i n ə 
Cervera	s ə ɾ v 'e ɾ ə	 s ə ɾ v 'ɛ ɾ ə 
éssers	'e s ə s	 'e s 'e s 
èxits	'ə t s i t s	  e t s i t s 
En	'ə n	 ə n 
sants	s 'a n s	 s 'a n t s 
realitzen	r e ə l 'i d z ə n	 r ə ə l 'i d z ə n 
raig	r 'a t ʃ	 r 'a 'i ə 
professora	p ɾ o f ə s 'o ɾ ə	 p ɾ o f ə s 'ɔ ɾ ə 
procedent	p ɾ o s ə ð 'e n t	 p ɾ o s ə ð 'ɛ n t 
preguntava	p ɾ ə ɣ u n t 'a v ə	 p ɾ ə ɣ 'u n t 'a v ə 
plataforma	p l ə t ə f 'o ɾ m ə	 p l ə t ə f 'ɔ ɾ m ə 
plantejament	p l ə n t ə ʒ ə m 'e n t	 p l ə n t 'ɛ ʒ ə m 'ə n t 
peça	p 'e s ə	 p 'ə s ə 
pensament	p ə n s ə m 'e n t	 p 'ə n s ə m 'ə n t 
peatges	p e 'a d ʒ ə s	 p ə 'a d ʒ ə s 
morts	m 'ɔ ɾ s	 m 'o ɾ t s 
menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
mateixes	m ə t 'e ʃ ə s	 m ə t 'ə ʃ ə s 
intento	i n t 'e n t o	 i n t 'ɛ n t o 
intenten	i n t 'e n t ə n	 i n t 'ə n t ə n 
iniciativa	i n i s i ə t 'i v ə	 i n i s 'i ə t 'i v ə 
inclosa	i ŋ k l 'o z ə	 i ŋ k l 'ɔ z ə 
gots	g 'ɔ t s	 g 'o t s 
fruits	f ɾ 'u j t s	 f ɾ 'u 'i t s 
fitxers	f i t ʃ 'e s	 f i t ʃ 'ɛ ɾ s 
enormes	ə n 'o ɾ m ə s	 ə n 'ɔ ɾ m ə s 
dolenta	d o l 'e n t ə	 d o l 'ə n t ə 
currículum	k u r 'i k u l u m	 k u r 'i k u l 'u m 
cultures	k u l t 'u ɾ ə s	 k 'u l t 'u ɾ ə s 
corriol	k o r i 'ɔ l	 k o r i 'o l 
corre	k 'o r ə	 k 'ɔ r ə 
copes	k 'o p ə s	 k 'ɔ p ə s 
consulta	k o n s 'u l t ə	 k 'o n s 'u l t ə 
comportament	k o m p o ɾ t ə m 'e n t	 k o m p 'ɔ ɾ t ə m 'ə n t 
cinturó	s i n t u ɾ 'o	 s i n t 'u ɾ 'o 
casament	k ə z ə m 'e n t	 k 'a z ə m 'ə n t 
bombers	b o m b 'e s	 b o m b 'ɛ ɾ s 
alcohol	ə l k o 'ɔ l	 ə l k o 'a l 
Torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
Eren	'e ɾ ə n	 'ɛ ɾ ə n 
èxit	'ə t s i t	  e t s i t 
xofer	ʃ o f 'e	 ʃ o f 'ɛ 
vivendes	v i v 'e n d ə s	 v i v 'ə n d ə s 
vivenda	v i v 'e n d ə	 v i v 'ə n d ə 
tornen	t 'o ɾ n ə n	 t 'ɔ ɾ n ə n 
tement	t ə m 'e n t	 t 'ə m 'ə n t 
suportar-ho	s u p o ɾ t 'a ɾ o	 s u p o ɾ t 'a ɾ i 
sisè	s i z 'ə	 s i s 'ə 
rèptil	r 'ə t t i l	 r 'ɛ t t i l 
resistit	r ə z i s t 'i t	 r ə z 'i s t 'i t 
repte	r 'ɛ t t ə	 r 'ə t t ə 
recents	r ə s 'e n s	 r ə s 'ə n t s 
preguntem	p ɾ ə ɣ u n t 'ə m	 p ɾ ə ɣ 'u n t 'ə m 
preguntat	p ɾ ə ɣ u n t 'a t	 p ɾ ə ɣ 'u n t 'a t 
poesia	p o ə z 'i ə	 p o ə s 'i ə 
plàncton	p l 'a ŋ t t o n	 p l 'a n t t 'o n 
parlament	p ə ɾ l ə m 'e n t	 p 'a ɾ l ə m 'ə n t 
papers	p ə p 'e s	 p ə p 'ɛ ɾ s 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
movent	m o v 'e n t	 m o v 'ɛ n t 
lo	l 'o	 l o 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
jersei	ʒ ə ɾ s 'ə j	 ʒ ə ɾ s 'ə i 
icona	i k 'o n ə	 i k 'ɔ n ə 
herois	ə ɾ 'ɔ j s	 ə ɾ 'o i s 
guerrer	g ə r 'e	 g ə r 'ə 
gotes	g 'o t ə s	 g 'ɔ t ə s 
gota	g 'o t ə	 g 'ɔ t ə 
gorra	g 'o r ə	 g 'ɔ r ə 
fuet	f u 'ə t	 f 'u 'ə t 
fosques	f 'o s k ə s	 f 'ɔ s k ə s 
fetge	f 'e d ʒ ə	 f 'ə d ʒ ə 
feix	f 'e ʃ	 f 'ɛ ʃ 
esports	ə s p 'ɔ ɾ s	 ə s p 'o ɾ t s 
esmorteïts	ə z m o ɾ t ə 'i t s	 ə z m o ɾ t ə 'i s 
escriptura	ə s k ɾ i t t 'u ɾ ə	 ə s k ɾ 'i t t 'u ɾ ə 
endarrere	ə n d ə r 'e ɾ ə	 ə n d ə r 'ɛ ɾ ə 
encreuament	ə ŋ k ɾ ə w ə m 'e n t	 ə ŋ k ɾ 'ə u ə m 'ə n t 
encendre	ə n s 'e n d ɾ ə	 ə n s 'ə n d ɾ ə 
donen	d 'o n ə n	 d 'ɔ n ə n 
dolent	d o l 'e n t	 d o l 'ə n t 
deuen	d 'ə w ə n	 d 'ɛ w ə n 
detingut	d ə t i ŋ g 'u t	 d ə t 'i ŋ g 'u t 
creix	k ɾ 'e ʃ	 k ɾ 'ɛ ʃ 
corbes	k 'o ɾ β ə s	 k 'ɔ ɾ β ə s 
contenta	k o n t 'e n t ə	 k o n t 'ə n t ə 
